Time_sec,Sickled_fraction_percent (%)
0.0,0.0
0.5,0.0
1.0,0.0
1.5,0.0
2.0,0.0
2.5,0.0
3.0,0.0
3.5,0.42016806722688926
4.0,0.8403361344537785
4.5,0.8403361344537785
5.0,0.8403361344537785
5.5,0.8403361344537785
6.0,0.8403361344537785
6.5,0.8403361344537785
7.0,0.8403361344537785
7.5,0.8403361344537785
8.0,0.8403361344537785
8.5,0.8403361344537785
9.0,0.8403361344537785
9.5,0.8403361344537785
10.0,0.8403361344537785
10.5,0.8403361344537785
11.0,0.8403361344537785
11.5,0.8403361344537785
12.0,0.8403361344537785
12.5,0.8403361344537785
13.0,0.8403361344537785
13.5,0.8403361344537785
14.0,0.8403361344537785
14.5,1.2605042016806678
15.0,1.2605042016806678
15.5,1.2605042016806678
16.0,1.2605042016806678
16.5,1.2605042016806678
17.0,1.2605042016806678
17.5,1.2605042016806678
18.0,1.2605042016806678
18.5,1.2605042016806678
19.0,1.2605042016806678
19.5,1.2605042016806678
20.0,1.6806722689075682
20.5,2.5210084033613467
21.0,2.941176470588236
21.5,3.361344537815125
22.0,3.361344537815125
22.5,3.7815126050420145
23.0,3.7815126050420145
23.5,3.7815126050420145
24.0,4.621848739495793
24.5,5.042016806722693
25.0,5.042016806722693
25.5,5.462184873949583
26.0,6.302521008403361
26.5,6.302521008403361
27.0,6.72268907563025
27.5,7.14285714285714
28.0,7.98319327731093
28.5,7.98319327731093
29.0,7.98319327731093
29.5,7.98319327731093
30.0,7.98319327731093
30.5,8.403361344537819
31.0,9.663865546218487
31.5,10.084033613445376
32.0,10.084033613445376
32.5,10.084033613445376
33.0,10.084033613445376
33.5,10.504201680672265
34.0,10.924369747899155
34.5,12.184873949579833
35.0,13.025210084033612
35.5,13.4453781512605
36.0,13.86554621848739
36.5,13.86554621848739
37.0,13.86554621848739
37.5,14.70588235294118
38.0,15.966386554621847
38.5,17.647058823529417
39.0,17.647058823529417
39.5,18.487394957983195
40.0,18.907563025210084
40.5,18.907563025210084
41.0,18.907563025210084
41.5,19.327731092436974
42.0,19.747899159663863
42.5,20.168067226890752
43.0,21.00840336134454
43.5,22.26890756302521
44.0,23.109243697478988
44.5,23.529411764705888
45.0,23.949579831932777
45.5,24.369747899159666
46.0,25.630252100840334
46.5,26.470588235294112
47.0,26.470588235294112
47.5,27.3109243697479
48.0,27.3109243697479
48.5,28.99159663865546
49.0,28.99159663865546
49.5,29.831932773109248
50.0,29.831932773109248
50.5,31.092436974789916
51.0,31.092436974789916
51.5,31.092436974789916
52.0,31.092436974789916
52.5,31.932773109243694
53.0,32.35294117647059
53.5,33.19327731092437
54.0,33.61344537815126
54.5,33.61344537815126
55.0,34.03361344537815
55.5,36.13445378151261
56.0,36.5546218487395
56.5,37.81512605042017
57.0,37.81512605042017
57.5,38.65546218487395
58.0,38.65546218487395
58.5,39.075630252100844
59.0,39.075630252100844
59.5,39.49579831932773
60.0,40.33613445378151
60.5,40.7563025210084
61.0,41.17647058823529
61.5,41.17647058823529
62.0,41.59663865546218
62.5,42.01680672268907
63.0,43.27731092436975
63.5,43.27731092436975
64.0,43.27731092436975
64.5,44.53781512605042
65.0,44.53781512605042
65.5,44.95798319327731
66.0,44.95798319327731
66.5,45.378151260504204
67.0,45.378151260504204
67.5,45.378151260504204
68.0,45.378151260504204
68.5,45.378151260504204
69.0,46.21848739495798
69.5,46.21848739495798
70.0,46.63865546218487
70.5,47.05882352941176
71.0,47.89915966386554
71.5,48.31932773109243
72.0,48.73949579831933
72.5,49.15966386554622
73.0,49.15966386554622
73.5,49.15966386554622
74.0,49.15966386554622
74.5,49.57983193277311
75.0,49.57983193277311
75.5,49.57983193277311
76.0,50.84033613445378
76.5,51.68067226890756
77.0,52.52100840336135
77.5,52.52100840336135
78.0,52.94117647058824
78.5,52.94117647058824
79.0,52.94117647058824
79.5,53.36134453781513
80.0,53.36134453781513
80.5,53.36134453781513
81.0,53.78151260504202
81.5,54.201680672268914
82.0,55.04201680672269
82.5,55.46218487394958
83.0,55.88235294117647
83.5,55.88235294117647
84.0,55.88235294117647
84.5,56.30252100840336
85.0,56.72268907563025
85.5,56.72268907563025
86.0,56.72268907563025
86.5,56.72268907563025
87.0,56.72268907563025
87.5,56.72268907563025
88.0,56.72268907563025
88.5,56.72268907563025
89.0,56.72268907563025
89.5,56.72268907563025
90.0,56.72268907563025
90.5,56.72268907563025
91.0,56.72268907563025
91.5,56.72268907563025
92.0,56.72268907563025
92.5,56.72268907563025
93.0,57.56302521008403
93.5,57.56302521008403
94.0,57.56302521008403
94.5,57.56302521008403
95.0,57.98319327731092
95.5,58.40336134453781
96.0,59.66386554621849
96.5,59.66386554621849
97.0,59.66386554621849
97.5,59.66386554621849
98.0,59.66386554621849
98.5,59.66386554621849
99.0,59.66386554621849
99.5,59.66386554621849
100.0,59.66386554621849
100.5,59.66386554621849
101.0,59.66386554621849
101.5,60.504201680672274
102.0,60.504201680672274
102.5,60.504201680672274
103.0,60.504201680672274
103.5,60.504201680672274
104.0,60.504201680672274
104.5,60.504201680672274
105.0,60.504201680672274
105.5,60.504201680672274
106.0,60.92436974789916
106.5,61.34453781512605
107.0,61.34453781512605
107.5,61.34453781512605
108.0,61.34453781512605
108.5,61.34453781512605
109.0,61.34453781512605
109.5,61.34453781512605
110.0,61.34453781512605
110.5,61.34453781512605
111.0,61.34453781512605
111.5,61.34453781512605
112.0,61.34453781512605
112.5,61.34453781512605
113.0,61.34453781512605
113.5,61.34453781512605
114.0,61.34453781512605
114.5,61.34453781512605
115.0,61.34453781512605
115.5,61.34453781512605
116.0,61.34453781512605
116.5,61.34453781512605
117.0,61.34453781512605
