FrameIndex,Frame,Class_0,Class_0_pos,Class_0_total,Class_1,Class_1_pos,Class_1_total,Class_2,Class_2_pos,Class_2_total,Class_3,Class_3_pos,Class_3_total,Class_4,Class_4_pos,Class_4_total,Class_5,Class_5_pos,Class_5_total
145,290,0.4209486166007905,293,506,0.4847328244274809,135,262,0.523076923076923,31,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8095238095238095,16,84
146,292,0.4209486166007905,293,506,0.49236641221374045,133,262,0.523076923076923,31,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8095238095238095,16,84
147,294,0.42292490118577075,292,506,0.4961832061068703,132,262,0.523076923076923,31,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8095238095238095,16,84
148,296,0.42292490118577075,292,506,0.5,131,262,0.523076923076923,31,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8095238095238095,16,84
149,298,0.4268774703557312,290,506,0.5038167938931297,130,262,0.523076923076923,31,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8095238095238095,16,84
150,300,0.432806324110672,287,506,0.5152671755725191,127,262,0.523076923076923,31,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8095238095238095,16,84
151,302,0.4347826086956522,286,506,0.5152671755725191,127,262,0.523076923076923,31,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8095238095238095,16,84
152,304,0.4407114624505929,283,506,0.5190839694656488,126,262,0.5384615384615384,30,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8214285714285714,15,84
153,306,0.44466403162055335,281,506,0.5190839694656488,126,262,0.5538461538461539,29,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8214285714285714,15,84
154,308,0.4486166007905138,279,506,0.5229007633587786,125,262,0.5538461538461539,29,65,0.3076923076923077,9,13,0.09523809523809523,19,21,0.8214285714285714,15,84
155,310,0.450592885375494,278,506,0.5229007633587786,125,262,0.5538461538461539,29,65,0.3846153846153846,8,13,0.09523809523809523,19,21,0.8214285714285714,15,84
156,312,0.45256916996047436,277,506,0.5267175572519084,124,262,0.5538461538461539,29,65,0.3846153846153846,8,13,0.1428571428571429,18,21,0.8214285714285714,15,84
157,314,0.4545454545454546,276,506,0.5267175572519084,124,262,0.5538461538461539,29,65,0.3846153846153846,8,13,0.1428571428571429,18,21,0.8214285714285714,15,84
158,316,0.4545454545454546,276,506,0.5267175572519084,124,262,0.5538461538461539,29,65,0.3846153846153846,8,13,0.1428571428571429,18,21,0.8214285714285714,15,84
159,318,0.4545454545454546,276,506,0.5381679389312977,121,262,0.5538461538461539,29,65,0.3846153846153846,8,13,0.1428571428571429,18,21,0.8214285714285714,15,84
160,320,0.46047430830039526,273,506,0.5381679389312977,121,262,0.5538461538461539,29,65,0.3846153846153846,8,13,0.1428571428571429,18,21,0.8214285714285714,15,84
161,322,0.4644268774703557,271,506,0.5381679389312977,121,262,0.5538461538461539,29,65,0.3846153846153846,8,13,0.1428571428571429,18,21,0.8214285714285714,15,84
162,324,0.46640316205533594,270,506,0.5419847328244275,120,262,0.5692307692307692,28,65,0.3846153846153846,8,13,0.1428571428571429,18,21,0.8214285714285714,15,84
163,326,0.4703557312252964,268,506,0.5458015267175573,119,262,0.5692307692307692,28,65,0.3846153846153846,8,13,0.1428571428571429,18,21,0.8214285714285714,15,84
