Frame,TotalCells,SickledCells,SemiSickledCells,FinalSickledCells,SickledFraction,SemiFraction,FinalFraction,FrameIndex
0,254,0,0,0,0.0,0.0,0.0,0
1,254,0,0,0,0.0,0.0,0.0,1
2,254,0,0,0,0.0,0.0,0.0,2
3,254,0,0,0,0.0,0.0,0.0,3
4,254,0,0,0,0.0,0.0,0.0,4
5,254,0,0,0,0.0,0.0,0.0,5
6,254,0,0,0,0.0,0.0,0.0,6
7,254,0,0,0,0.0,0.0,0.0,7
8,254,0,0,0,0.0,0.0,0.0,8
9,254,0,0,0,0.0,0.0,0.0,9
10,254,0,0,0,0.0,0.0,0.0,10
11,254,0,0,0,0.0,0.0,0.0,11
12,254,0,0,0,0.0,0.0,0.0,12
13,254,0,0,0,0.0,0.0,0.0,13
14,254,0,0,0,0.0,0.0,0.0,14
15,254,0,0,0,0.0,0.0,0.0,15
16,254,0,0,0,0.0,0.0,0.0,16
17,254,0,0,0,0.0,0.0,0.0,17
18,254,0,0,0,0.0,0.0,0.0,18
19,254,0,0,0,0.0,0.0,0.0,19
20,254,0,0,0,0.0,0.0,0.0,20
21,254,0,0,0,0.0,0.0,0.0,21
22,254,0,0,0,0.0,0.0,0.0,22
23,254,0,0,0,0.0,0.0,0.0,23
24,254,0,0,0,0.0,0.0,0.0,24
25,254,0,0,0,0.0,0.0,0.0,25
26,254,0,0,0,0.0,0.0,0.0,26
27,254,0,0,0,0.0,0.0,0.0,27
28,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,28
29,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,29
30,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,30
31,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,31
32,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,32
33,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,33
34,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,34
35,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,35
36,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,36
37,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,37
38,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,38
39,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,39
40,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,40
41,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,41
42,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,42
43,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,43
44,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,44
45,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,45
46,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,46
47,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,47
48,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,48
49,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,49
50,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,50
51,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,51
52,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,52
53,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,53
54,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,54
55,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,55
56,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,56
57,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,57
58,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,58
59,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,59
60,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,60
61,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,61
62,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,62
63,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,63
64,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,64
65,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,65
66,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,66
67,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,67
68,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,68
69,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,69
70,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,70
71,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,71
72,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,72
73,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,73
74,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,74
75,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,75
76,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,76
77,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,77
78,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,78
79,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,79
80,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,80
81,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,81
82,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,82
83,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,83
84,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,84
85,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,85
86,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,86
87,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,87
88,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,88
89,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,89
90,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,90
91,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,91
92,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,92
93,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,93
94,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,94
95,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,95
96,254,2,1,1,0.007874015748031496,0.003937007874015748,0.003937007874015748,96
97,254,3,2,1,0.011811023622047244,0.007874015748031496,0.003937007874015748,97
98,254,3,2,1,0.011811023622047244,0.007874015748031496,0.003937007874015748,98
99,254,3,2,1,0.011811023622047244,0.007874015748031496,0.003937007874015748,99
100,254,3,2,1,0.011811023622047244,0.007874015748031496,0.003937007874015748,100
101,254,4,2,2,0.015748031496062992,0.007874015748031496,0.007874015748031496,101
102,254,5,2,3,0.01968503937007874,0.007874015748031496,0.011811023622047244,102
103,254,5,2,3,0.01968503937007874,0.007874015748031496,0.011811023622047244,103
104,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,104
105,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,105
106,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,106
107,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,107
108,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,108
109,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,109
110,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,110
111,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,111
112,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,112
113,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,113
114,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,114
115,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,115
116,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,116
117,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,117
118,254,6,2,4,0.023622047244094488,0.007874015748031496,0.015748031496062992,118
119,254,7,2,5,0.027559055118110236,0.007874015748031496,0.01968503937007874,119
120,254,7,2,5,0.027559055118110236,0.007874015748031496,0.01968503937007874,120
121,254,7,2,5,0.027559055118110236,0.007874015748031496,0.01968503937007874,121
122,254,8,2,6,0.031496062992125984,0.007874015748031496,0.023622047244094488,122
123,254,9,2,7,0.03543307086614173,0.007874015748031496,0.027559055118110236,123
124,254,9,2,7,0.03543307086614173,0.007874015748031496,0.027559055118110236,124
125,254,9,2,7,0.03543307086614173,0.007874015748031496,0.027559055118110236,125
126,254,9,2,7,0.03543307086614173,0.007874015748031496,0.027559055118110236,126
127,254,9,2,7,0.03543307086614173,0.007874015748031496,0.027559055118110236,127
128,254,9,2,7,0.03543307086614173,0.007874015748031496,0.027559055118110236,128
129,254,9,2,7,0.03543307086614173,0.007874015748031496,0.027559055118110236,129
