CellID,Subtype,StartFrame,EndFrame,StartTimeSec,EndTimeSec,DurationSec,CompletionStatus,MeanChangeScore,MaxChangeScore,MeanSubtypeDelta,MeanShapeDelta,MeanTextureDelta,MeanHistDelta,StableFramesRequired,ChangeThreshold,MinDurationSec,EndpointSubtypeProb
216.0,final_sickled,230,236.0,57.5,59.0,1.5,completed,0.018037775057812476,0.03928706580772996,0.03025320036844774,0.014279046984897419,0.003418497931720181,0.004092129794034091,6,0.03,0,0.8473594784736633
218.0,final_sickled,154,156.0,38.5,39.0,0.5,completed,0.022710538199836657,0.03890763286035508,0.04522224834987095,0.010202509018459491,0.004321089812687465,0.004084995814732143,6,0.03,0,0.8264910578727722
221.0,semi_sickled,316,317.0,79.0,79.25,0.25,completed,0.010095583442792606,0.014928972045890988,0.01489849885304769,0.00861584690089027,0.004967297155720492,0.003997802734375,6,0.03,0,0.8063427805900574
222.0,final_sickled,158,159.0,39.5,39.75,0.25,completed,0.010796869734379773,0.016388573322910816,0.014609988157947859,0.010788820412320396,0.004292431753128767,0.005121866861979167,6,0.03,0,0.7383476495742798
223.0,semi_sickled,285,290.0,71.25,72.5,1.25,completed,0.019311194550537043,0.031016908379388045,0.03890584409236908,0.0076830002013593916,0.0036109010339714586,0.0048675537109375,6,0.03,0,0.5715113878250122
224.0,final_sickled,143,144.0,35.75,36.0,0.25,completed,0.012294679062324577,0.017106765881180763,0.018816246340672176,0.010614236001856625,0.0044379531949137645,0.003987630208333333,6,0.03,0,0.9404218792915344
225.0,final_sickled,262,273.0,65.5,68.25,2.75,completed,0.031185638377428406,0.14272852768190206,0.05209078057669103,0.025987064582295716,0.0052510126697598025,0.004779815673828125,6,0.03,0,0.823085606098175
228.0,final_sickled,220,233.0,55.0,58.25,3.25,completed,0.0194625296748806,0.05815909646917135,0.03202974216805564,0.015061102923937142,0.005886676097159377,0.005147298177083333,6,0.03,0,0.935396671295166
229.0,final_sickled,150,151.0,37.5,37.75,0.25,completed,0.005482306506989214,0.009251733604469337,0.007529773438970248,0.004916294157737866,0.0027932077064178884,0.003204345703125,6,0.03,0,0.6443890333175659
230.0,semi_sickled,242,253.0,60.5,63.25,2.75,completed,0.02260402073516161,0.04327457170584239,0.04481181222945452,0.010634381738782395,0.0037079788598930463,0.0039501190185546875,6,0.03,0,0.5449702143669128
232.0,semi_sickled,235,236.0,58.75,59.0,0.25,completed,0.017392471525818107,0.027569950243923814,0.028529953211545944,0.013962880475446582,0.0040379770410557585,0.004709879557291667,6,0.03,0,0.5578983426094055
233.0,final_sickled,232,246.0,58.0,61.5,3.5,completed,0.016156352010224702,0.033409447455778715,0.02468351313942357,0.014632567665294596,0.00511790112298178,0.004174483449835526,6,0.03,0,0.8542667627334595
234.0,final_sickled,220,231.0,55.0,57.75,2.75,completed,0.020832537452224645,0.08022116816136986,0.026464358903467655,0.02604579908074811,0.005219972343184054,0.003826141357421875,6,0.03,0,0.6303433179855347
239.0,final_sickled,196,204.0,49.0,51.0,2.0,completed,0.02040568225963327,0.056434329226613046,0.03040956763120798,0.019682609028397843,0.005767008432975182,0.005056527944711538,6,0.03,0,0.5090165138244629
241.0,semi_sickled,209,216.0,52.25,54.0,1.75,completed,0.01641025748140237,0.03765860137355048,0.026881178220113117,0.013477864228965094,0.0036993999140880383,0.0038248697916666665,6,0.03,0,0.6263441443443298
243.0,final_sickled,123,124.0,30.75,31.0,0.25,completed,0.008290386896624114,0.020887448749272154,0.016915075480937958,0.002735216917547708,0.0017794917075661942,0.0027567545572916665,6,0.03,0,0.9463335275650024
244.0,semi_sickled,177,208.0,44.25,52.0,7.75,completed,0.028783854932271043,0.08591885259374976,0.05029092128905985,0.01035700981111194,0.0042805293439111365,0.0033060709635416665,6,0.03,0,0.6872768998146057
247.0,final_sickled,280,288.0,70.0,72.0,2.0,completed,0.021651616534822657,0.077778703533113,0.03607982339767309,0.01771546347747342,0.0042315171270344695,0.003922682542067308,6,0.03,0,0.8438922166824341
248.0,final_sickled,233,234.0,58.25,58.5,0.25,completed,0.012910613479471067,0.018867215514183043,0.017101293429732323,0.014512006309814751,0.004193834135852133,0.0037333170572916665,6,0.03,0,0.7849683165550232
250.0,final_sickled,28,29.0,7.0,7.25,0.25,completed,0.010179203171302905,0.016971767550179113,0.018201135098934174,0.02377697452902794,0.005592126011227568,0.004542032877604167,6,0.03,0,0.5446053743362427
251.0,semi_sickled,476,,119.0,,,not_completed,0.0273343011882389,0.033037961006630215,0.05240534245967865,0.015605800164242586,0.004117417576101919,0.0031636555989583335,6,0.03,0,0.5057877898216248
252.0,semi_sickled,264,310.0,66.0,77.5,11.5,completed,0.03697297269294774,0.12558787465095522,0.053107176779531966,0.043599142250604926,0.008137018097948064,0.00501565372242647,6,0.03,0,0.6168316006660461
254.0,semi_sickled,305,306.0,76.25,76.5,0.25,completed,0.005420933713396199,0.01009738177078991,0.005814186297357082,,0.003103560069575906,0.006479899088541667,6,0.03,0,0.9628316164016724
