Criterion,Count,MeanScore,MedianScore,StdScore,MinScore,MaxScore,FractionStable,FractionHighChange,ChangeThreshold
Probability,2200,0.03843558961906555,0.027487561106681824,0.04089866666056315,1.5944242477416992e-06,0.4421776533126831,0.7445454545454545,0.25545454545454543,0.05
Shape,2182,0.015042385392713874,0.012888813391327858,0.016893222726202625,0.0,0.23077720403671265,0.9711274060494959,0.028872593950504125,0.05
TextureIntensity,2220,0.004840954559658057,0.004298582614865154,0.0027680575868202074,0.0009509945957688615,0.034861912950873375,1.0,0.0,0.05
Combined,2220,0.02183541158923858,0.0166067814163398,0.020224712113111887,0.0010958614196473113,0.279299494667122,0.9373873873873874,0.06261261261261261,0.05
