CellID,Subtype,PrevFrame,Frame,TimeSec,CombinedScore,ProbabilityScore,ShapeScore,TextureIntensityScore,RawTextureDelta,HistogramDelta,CombinedStable,ProbabilityStable,ShapeStable,TextureIntensityStable,ChangeThreshold
4.0,final_sickled,174,175,43.75,0.017232634651008993,0.026955928653478622,0.014314859174191952,0.005760249914601445,0.00691234553232789,0.004608154296875,True,True,True,True,0.05
4.0,final_sickled,175,176,44.0,0.014096179662737997,0.02974865213036537,0.0035364895593374968,0.0038357898592948914,0.004833444952964783,0.002838134765625,True,True,True,True,0.05
4.0,final_sickled,176,177,44.25,0.004729941731784493,0.007916387170553207,0.002488546771928668,0.002769581973552704,0.0032198280096054077,0.0023193359375,True,True,True,True,0.05
4.0,final_sickled,177,178,44.5,0.013916818425059319,0.011912727728486061,0.022738896310329437,0.004772454500198364,0.0054555535316467285,0.00408935546875,True,True,True,True,0.05
4.0,final_sickled,178,179,44.75,0.008162107155658304,0.013509241864085197,0.005937411915510893,0.002721264958381653,0.0029400885105133057,0.00250244140625,True,True,True,True,0.05
4.0,final_sickled,179,180,45.0,0.00988884933758527,0.0063812872394919395,0.016039041802287102,0.006890679243952036,0.008532335050404072,0.0052490234375,True,True,True,True,0.05
5.0,semi_sickled,151,152,38.0,0.00887171671492979,0.012930989265441895,0.005821671802550554,0.00664694351144135,0.0052982815541327,0.00799560546875,True,True,True,True,0.05
5.0,semi_sickled,152,153,38.25,0.013456922525074334,0.020319178700447083,0.010284597985446453,0.0069185669999569654,0.006573950406163931,0.00726318359375,True,True,True,True,0.05
5.0,semi_sickled,153,154,38.5,0.0033005866571329534,0.0038116127252578735,0.002613420831039548,0.003444977104663849,0.0016714483499526978,0.005218505859375,True,True,True,True,0.05
5.0,semi_sickled,154,155,38.75,0.01375345087144524,0.016666069626808167,0.01531752198934555,0.006903561297804117,0.008069817908108234,0.0057373046875,True,True,True,True,0.05
5.0,semi_sickled,155,156,39.0,0.007975929498206824,0.01266130805015564,0.004897110629826784,0.004789670230820775,0.00509325647726655,0.004486083984375,True,True,True,True,0.05
5.0,semi_sickled,156,157,39.25,0.00496700155781582,0.0032197237014770508,0.006863362621515989,0.005107740638777614,0.006065090652555227,0.004150390625,True,True,True,True,0.05
6.0,semi_sickled,109,110,27.5,0.09697953574359416,0.13071571290493011,0.11580532789230347,0.01664554327726364,0.018123850226402283,0.015167236328125,False,False,False,True,0.05
6.0,semi_sickled,110,111,27.75,0.037200280278921125,0.026523299515247345,0.0627451241016388,0.018520668148994446,0.02669587731361389,0.010345458984375,True,True,False,True,0.05
6.0,semi_sickled,111,112,28.0,0.018448087200522423,0.02496461570262909,0.02003304660320282,0.0058026984333992004,0.003731861710548401,0.00787353515625,True,True,True,True,0.05
6.0,semi_sickled,112,113,28.25,0.05730165718123317,0.1182110384106636,0.024390676990151405,0.0059220194816589355,0.007937788963317871,0.00390625,False,False,True,True,0.05
6.0,semi_sickled,113,114,28.5,0.006606886390363797,0.0007302612066268921,0.01600627414882183,0.0028503438225016,0.0023437540512531996,0.00335693359375,True,True,True,True,0.05
6.0,semi_sickled,114,115,28.75,0.013905902008991687,0.011517256498336792,0.02216007001698017,0.006171899614855647,0.006484424229711294,0.005859375,True,True,True,True,0.05
6.0,semi_sickled,115,116,29.0,0.008773605327587575,0.0003663599491119385,0.0216920617967844,0.004139358876273036,0.004067291971296072,0.00421142578125,True,True,True,True,0.05
6.0,semi_sickled,116,117,29.25,0.009819879115093499,0.015939190983772278,0.006627917289733887,0.004497726680710912,0.0051807560957968235,0.003814697265625,True,True,True,True,0.05
6.0,semi_sickled,117,118,29.5,0.014464492030674592,0.002459600567817688,0.03651713952422142,0.0027986118802800775,0.002911676885560155,0.002685546875,True,True,True,True,0.05
6.0,semi_sickled,118,119,29.75,0.040167401218786834,0.08660824596881866,0.012515331618487835,0.0045749470591545105,0.005213126540184021,0.003936767578125,True,False,True,True,0.05
6.0,semi_sickled,119,120,30.0,0.04205375997116789,0.09202910959720612,0.011302660219371319,0.005144740222021937,0.007481863256543875,0.0028076171875,True,False,True,True,0.05
6.0,semi_sickled,120,121,30.25,0.04833651116350666,0.10864916443824768,0.011350804008543491,0.0036162559408694506,0.004211271647363901,0.003021240234375,True,False,True,True,0.05
6.0,semi_sickled,121,122,30.5,0.034263479470973836,0.07399562001228333,0.010732010006904602,0.0036361118545755744,0.003365973709151149,0.00390625,True,False,True,True,0.05
6.0,semi_sickled,122,123,30.75,0.02534963568323292,0.04381941258907318,0.020132753998041153,0.0031016269931569695,0.003395636798813939,0.0028076171875,True,True,True,True,0.05
6.0,semi_sickled,123,124,31.0,0.03022687481716275,0.0536617636680603,0.02200225554406643,0.0042455196380615234,0.004645824432373047,0.00384521484375,True,False,True,True,0.05
6.0,semi_sickled,124,125,31.25,0.028688065148890017,0.03324250876903534,0.041404735296964645,0.0035976171493530273,0.004143476486206055,0.0030517578125,True,True,True,True,0.05
6.0,semi_sickled,125,126,31.5,0.03461364406393841,0.04322986304759979,0.0467105507850647,0.0038920242805033922,0.0047017731703817844,0.003082275390625,True,True,True,True,0.05
6.0,semi_sickled,126,127,31.75,0.01919601614936255,0.03440499305725098,0.01323858555406332,0.003202055930159986,0.002619932172819972,0.0037841796875,True,True,True,True,0.05
6.0,semi_sickled,127,128,32.0,0.025329547293949872,0.02744591236114502,0.03610019013285637,0.006864463211968541,0.007777998689562082,0.005950927734375,True,True,True,True,0.05
6.0,semi_sickled,128,129,32.25,0.027707653969991954,0.0365130752325058,0.03438013792037964,0.004277502419427037,0.0044351317919790745,0.004119873046875,True,True,True,True,0.05
6.0,semi_sickled,129,130,32.5,0.004258426546584815,0.0015740692615509033,0.0072648972272872925,0.004344339249655604,0.004843463655561209,0.00384521484375,True,True,True,True,0.05
7.0,semi_sickled,473,474,118.5,0.023442369240980882,0.02916964702308178,,0.014278724789619446,0.012596756219863892,0.015960693359375,True,True,,True,0.05
7.0,semi_sickled,474,475,118.75,0.011378407890263658,0.013769116252660751,,0.0075532745104283094,0.004425396677106619,0.01068115234375,True,True,,True,0.05
7.0,semi_sickled,475,476,119.0,0.006165483984379815,0.006645122542977333,,0.005398062290623784,0.005425030831247568,0.00537109375,True,True,,True,0.05
7.0,semi_sickled,476,477,119.25,0.018053830655005116,0.022805148735642433,,0.010451721725985408,0.005827759858220816,0.01507568359375,True,True,,True,0.05
7.0,semi_sickled,477,478,119.5,0.010799718223727094,0.014409203082323074,,0.005024542449973524,0.0032741825561970472,0.00677490234375,True,True,,True,0.05
7.0,semi_sickled,478,479,119.75,0.006984452031946813,0.007713723927736282,,0.005817616998683661,0.0016865035286173224,0.00994873046875,True,True,,True,0.05
9.0,semi_sickled,236,237,59.25,0.01105705116642639,0.009730368852615356,0.016540028154850006,0.005503575084730983,0.0053919157944619656,0.005615234375,True,True,True,True,0.05
9.0,semi_sickled,237,238,59.5,0.004869103193050251,0.010442003607749939,0.0,0.0027692069998010993,0.0027918319683521986,0.00274658203125,True,True,True,True,0.05
9.0,semi_sickled,238,239,59.75,0.017447580117732286,0.023688122630119324,0.020119285210967064,0.0037223249673843384,0.0028670132160186768,0.00457763671875,True,True,True,True,0.05
9.0,semi_sickled,239,240,60.0,0.010546130381408149,0.016687318682670593,0.00907691940665245,0.00277712446404621,0.00152592861559242,0.0040283203125,True,True,True,True,0.05
9.0,semi_sickled,240,241,60.25,0.008152983279433102,0.015247531235218048,0.0035066113341599703,0.0033066272735595703,0.0023713111877441406,0.004241943359375,True,True,True,True,0.05
9.0,semi_sickled,241,242,60.5,0.025369866937398913,0.04430471360683441,0.018645763397216797,0.004487857222557068,0.0038182437419891357,0.005157470703125,True,True,True,True,0.05
11.0,semi_sickled,228,229,57.25,0.03847454101778567,0.07787653803825378,0.014818410389125347,0.008549928665161133,0.013864994049072266,0.00323486328125,True,False,True,True,0.05
11.0,semi_sickled,229,230,57.5,0.02690343149006367,0.04972545802593231,0.016214624047279358,0.005352519452571869,0.007470175623893738,0.00323486328125,True,True,True,True,0.05
11.0,semi_sickled,230,231,57.75,0.004046992753865197,0.003088518977165222,0.005441573914140463,0.0036281371721997857,0.0028617430943995714,0.00439453125,True,True,True,True,0.05
11.0,semi_sickled,231,232,58.0,0.016376033681444822,0.02740176022052765,0.010342574678361416,0.0071817138232290745,0.010975976474583149,0.003387451171875,True,True,True,True,0.05
11.0,semi_sickled,232,233,58.25,0.007776072103297338,0.013682544231414795,0.00462687574326992,0.002734591602347791,0.0022038023453205824,0.003265380859375,True,True,True,True,0.05
11.0,semi_sickled,233,234,58.5,0.030664796195924285,0.06351211667060852,0.011539522558450699,0.004884466528892517,0.005130261182785034,0.004638671875,True,False,True,True,0.05
11.0,semi_sickled,234,235,58.75,0.009352832392323762,0.018531158566474915,0.002843700349330902,0.0037802953738719225,0.004051069263368845,0.003509521484375,True,True,True,True,0.05
11.0,semi_sickled,235,236,59.0,0.018287723395042123,0.02731093019247055,0.016436105594038963,0.006442857440561056,0.008979464881122112,0.00390625,True,True,True,True,0.05
11.0,semi_sickled,236,237,59.25,0.008871214266400784,0.017537109553813934,0.002088131383061409,0.0045020978432148695,0.007203658577054739,0.001800537109375,True,True,True,True,0.05
11.0,semi_sickled,237,238,59.5,0.039884108892874796,0.09482079744338989,0.0015208820113912225,0.005693924846127629,0.0073595293797552586,0.0040283203125,True,False,True,True,0.05
11.0,semi_sickled,238,239,59.75,0.031090278248302638,0.0615006685256958,0.013820665888488293,0.006611111108213663,0.008980278857052326,0.004241943359375,True,False,True,True,0.05
11.0,semi_sickled,239,240,60.0,0.03625292752403766,0.07209087908267975,0.016671741381287575,0.006325865630060434,0.008409787900745869,0.004241943359375,True,False,True,True,0.05
11.0,semi_sickled,240,241,60.25,0.006261243252083659,0.0035094469785690308,0.01042942050844431,0.0048286691308021545,0.004835560917854309,0.00482177734375,True,True,True,True,0.05
11.0,semi_sickled,241,242,60.5,0.009033929882571103,0.014415785670280457,0.00794652197510004,0.0019453316926956177,0.0011745989322662354,0.002716064453125,True,True,True,True,0.05
11.0,semi_sickled,242,243,60.75,0.026983479980845007,0.03901293873786926,0.028573578223586082,0.0055102084297686815,0.004672760609537363,0.00634765625,True,True,True,True,0.05
11.0,semi_sickled,243,244,61.0,0.013068842550273985,0.017661362886428833,0.013952230103313923,0.004484067438170314,0.004665156360715628,0.004302978515625,True,True,True,True,0.05
11.0,semi_sickled,244,245,61.25,0.012068113416898996,0.015014171600341797,0.013714462518692017,0.005049531580880284,0.006620059255510569,0.00347900390625,True,True,True,True,0.05
11.0,semi_sickled,245,246,61.5,0.026969030033797026,0.049024924635887146,0.017790982499718666,0.004528865218162537,0.004632681608200073,0.004425048828125,True,True,True,True,0.05
12.0,final_sickled,213,214,53.5,0.03024801413994283,0.05459119379520416,0.016519686207175255,0.010518585797399282,0.013163636438548565,0.00787353515625,True,False,True,True,0.05
12.0,final_sickled,214,215,53.75,0.0050158546189777555,0.006884634494781494,0.002904802793636918,0.004981279373168945,0.004896640777587891,0.00506591796875,True,True,True,True,0.05
12.0,final_sickled,215,216,54.0,0.03804666418582201,0.07593120634555817,0.019008394330739975,0.004084974527359009,0.0019443631172180176,0.0062255859375,True,False,True,True,0.05
12.0,final_sickled,216,217,54.25,0.011947364162188022,0.0026387423276901245,0.027591625228524208,0.004939193604514003,0.004476775880903006,0.005401611328125,True,True,True,True,0.05
12.0,final_sickled,217,218,54.5,0.003766277793329209,0.0009655207395553589,0.005778661463409662,0.005430151941254735,0.00490937614813447,0.005950927734375,True,True,True,True,0.05
12.0,final_sickled,218,219,54.75,0.012412792886607349,0.009218186140060425,0.020100252702832222,0.006761719938367605,0.00915942620486021,0.004364013671875,True,True,True,True,0.05
12.0,final_sickled,219,220,55.0,0.0607114490121603,0.14386042952537537,0.005871318280696869,0.0044492632150650024,0.002337247133255005,0.006561279296875,False,False,True,True,0.05
12.0,final_sickled,220,221,55.25,0.0022979827830567957,0.002641037106513977,0.001420245855115354,0.0029779275646433234,0.002263228176161647,0.003692626953125,True,True,True,True,0.05
12.0,final_sickled,221,222,55.5,0.015534826225484723,0.032786883413791656,0.004852857906371355,0.002886290370952338,0.001805295585654676,0.00396728515625,True,True,True,True,0.05
12.0,final_sickled,222,223,55.75,0.008898701088037341,0.014147840440273285,0.006159573327749968,0.004334856988862157,0.004488805774599314,0.004180908203125,True,True,True,True,0.05
12.0,final_sickled,223,224,56.0,0.01558791052084416,0.009139858186244965,0.028375884518027306,0.008001630660146475,0.01170028280466795,0.004302978515625,True,True,True,True,0.05
12.0,final_sickled,224,225,56.25,0.0045873119961470366,0.006307102739810944,0.003970065154135227,0.0026997923851013184,0.0021647214889526367,0.00323486328125,True,True,True,True,0.05
12.0,final_sickled,225,226,56.5,0.025990265246946365,0.04400695860385895,0.01959368772804737,0.006118764402344823,0.007110575679689646,0.005126953125,True,True,True,True,0.05
13.0,semi_sickled,370,371,92.75,0.01637822464108467,0.018712475895881653,0.01984955370426178,0.007783561944961548,0.009738266468048096,0.005828857421875,True,True,True,True,0.05
13.0,semi_sickled,371,372,93.0,0.019782156636938455,0.03326040506362915,0.014328663237392902,0.005851849913597107,0.006668299436569214,0.005035400390625,True,True,True,True,0.05
13.0,semi_sickled,372,373,93.25,0.05184429213404656,0.11765655875205994,0.010227799415588379,0.004807755351066589,0.0038782060146331787,0.0057373046875,False,False,True,True,0.05
13.0,semi_sickled,373,374,93.5,0.002552674210164696,0.0005647987127304077,0.003532928414642811,0.004360919119790196,0.005639562848955393,0.003082275390625,True,True,True,True,0.05
13.0,semi_sickled,374,375,93.75,0.03671783359895926,0.08262401819229126,0.008306038565933704,0.003044451295863837,0.001419713138602674,0.004669189453125,True,False,True,True,0.05
13.0,semi_sickled,375,376,94.0,0.02846388694597408,0.048910677433013916,0.021640688180923462,0.005301500437781215,0.005903293844312429,0.00469970703125,True,True,True,True,0.05
13.0,semi_sickled,376,377,94.25,0.027711345080751928,0.040014177560806274,0.030123619362711906,0.004649629117920995,0.0044164457358419895,0.0048828125,True,True,True,True,0.05
13.0,semi_sickled,377,378,94.5,0.027656771137844774,0.051429614424705505,0.01693371683359146,0.00463249790482223,0.004900982137769461,0.004364013671875,True,False,True,True,0.05
13.0,semi_sickled,378,379,94.75,0.03439231980592013,0.07842682301998138,0.006787043064832687,0.002584502100944519,0.001995176076889038,0.003173828125,True,False,True,True,0.05
13.0,semi_sickled,379,380,95.0,0.018626636266708373,0.002384856343269348,0.04744192957878113,0.00427207350730896,0.00237959623336792,0.00616455078125,True,True,True,True,0.05
13.0,semi_sickled,380,381,95.25,0.024513304213178346,0.04827273637056351,0.012803408317267895,0.0028920670156367123,0.0017558137187734246,0.0040283203125,True,True,True,True,0.05
13.0,semi_sickled,381,382,95.5,0.04060007981606759,0.07241087406873703,0.03113538958132267,0.002953375340439379,0.0027329225558787584,0.003173828125,True,False,True,True,0.05
13.0,semi_sickled,382,383,95.75,0.020822380529716612,0.04642251133918762,0.003827161155641079,0.003655478358268738,0.0029774606227874756,0.00433349609375,True,True,True,True,0.05
13.0,semi_sickled,383,384,96.0,0.008693701191805302,0.006735503673553467,0.013223745860159397,0.0054847546853125095,0.008497585542500019,0.002471923828125,True,True,True,True,0.05
13.0,semi_sickled,384,385,96.25,0.01788507141172886,0.025449588894844055,0.01885797828435898,0.004419773817062378,0.005726754665374756,0.00311279296875,True,True,True,True,0.05
13.0,semi_sickled,385,386,96.5,0.013751979824155568,0.016123130917549133,0.018029095605015755,0.0039701759815216064,0.003545820713043213,0.00439453125,True,True,True,True,0.05
13.0,semi_sickled,386,387,96.75,0.024665523285511883,0.053234368562698364,0.007010022643953562,0.003673071740195155,0.00392817473039031,0.00341796875,True,False,True,True,0.05
13.0,semi_sickled,387,388,97.0,0.016851714949007147,0.03595563769340515,0.005704174283891916,0.0018919954891316593,0.0010984441032633185,0.002685546875,True,True,True,True,0.05
13.0,semi_sickled,388,389,97.25,0.009032446250785142,0.004153355956077576,0.018236033618450165,0.003953968407586217,0.004642555955797434,0.003265380859375,True,True,True,True,0.05
13.0,semi_sickled,389,390,97.5,0.00913843687158078,0.0013499259948730469,0.02016024850308895,0.006169517990201712,0.009134690277278423,0.003204345703125,True,True,True,True,0.05
13.0,semi_sickled,390,391,97.75,0.012130542960949243,0.02275499701499939,0.005806648638099432,0.00398486852645874,0.0034531354904174805,0.0045166015625,True,True,True,True,0.05
13.0,semi_sickled,391,392,98.0,0.022386154718697072,0.022227972745895386,0.03540633246302605,0.004410997033119202,0.004152804613113403,0.004669189453125,True,True,True,True,0.05
13.0,semi_sickled,392,393,98.25,0.014413948543369769,0.014664649963378906,0.020170222967863083,0.005954042077064514,0.007849246263504028,0.004058837890625,True,True,True,True,0.05
14.0,semi_sickled,323,324,81.0,0.00869172889215406,0.017289184033870697,0.0027257155161350965,0.003288219391833991,0.0014189680805429816,0.005157470703125,True,True,True,True,0.05
14.0,semi_sickled,324,325,81.25,0.009150205965852365,0.005697011947631836,0.016654925420880318,0.004168709157966077,0.0032409827690571547,0.005096435546875,True,True,True,True,0.05
14.0,semi_sickled,325,326,81.5,0.014874262502416968,0.025393344461917877,0.010313187725841999,0.004429236054420471,0.004677563905715942,0.004180908203125,True,True,True,True,0.05
14.0,semi_sickled,326,327,81.75,0.013298084732377903,0.011173397302627563,0.02260555513203144,0.003667126060463488,0.003733177902176976,0.00360107421875,True,True,True,True,0.05
14.0,semi_sickled,327,328,82.0,0.008544481755234302,0.014905206859111786,0.005269832443445921,0.0029518306255340576,0.0018753409385681152,0.0040283203125,True,True,True,True,0.05
14.0,semi_sickled,328,329,82.25,0.012635080650215968,0.018576152622699738,0.012169353663921356,0.003781383275054395,0.0035649638157337904,0.003997802734375,True,True,True,True,0.05
15.0,final_sickled,55,56,14.0,0.016505332989618184,0.03132525831460953,0.008132719434797764,0.004515111446380615,0.0045136213302612305,0.0045166015625,True,True,True,True,0.05
15.0,final_sickled,56,57,14.25,0.017688216286478566,0.04010589420795441,0.00273866462521255,0.0027493039378896356,0.002690990688279271,0.0028076171875,True,True,True,True,0.05
15.0,final_sickled,57,58,14.5,0.017952425911789763,0.03700797259807587,0.007109902799129486,0.0026430835714563727,0.0031499366741627455,0.00213623046875,True,True,True,True,0.05
15.0,final_sickled,58,59,14.75,0.02583514768630266,0.01208503544330597,0.051626529544591904,0.011727392673492432,0.014482617378234863,0.00897216796875,True,True,False,True,0.05
15.0,final_sickled,59,60,15.0,0.01609061595518142,0.0148497074842453,0.02370651252567768,0.007413814309984446,0.009303946979343891,0.005523681640625,True,True,True,True,0.05
15.0,final_sickled,60,61,15.25,0.014241227437742053,0.006420880556106567,0.027058592066168785,0.008809471968561411,0.011393357999622822,0.0062255859375,True,True,True,True,0.05
19.0,semi_sickled,320,321,80.25,0.01821503267274238,0.030270695686340332,0.01484863180667162,0.0036389330634847283,0.0032190282363444567,0.004058837890625,True,True,True,True,0.05
19.0,semi_sickled,321,322,80.5,0.037474142748396846,0.06830742955207825,0.024231603369116783,0.006680438993498683,0.006311317440122366,0.007049560546875,True,False,True,True,0.05
19.0,semi_sickled,322,323,80.75,0.02002367258828599,0.03699812293052673,0.013217214494943619,0.0023935933713801205,0.001857499242760241,0.0029296875,True,True,True,True,0.05
19.0,semi_sickled,323,324,81.0,0.016136992443352937,0.013726308941841125,0.026634087786078453,0.005298152565956116,0.0060186684131622314,0.00457763671875,True,True,True,True,0.05
19.0,semi_sickled,324,325,81.25,0.02382805262459442,0.02852952480316162,0.031634218990802765,0.005377064226195216,0.006298562046140432,0.00445556640625,True,True,True,True,0.05
19.0,semi_sickled,325,326,81.5,0.02675385668699164,0.051367148756980896,0.0154721075668931,0.003167038143146783,0.0016343692550435662,0.00469970703125,True,False,True,True,0.05
19.0,semi_sickled,326,327,81.75,0.013938076607882975,0.00230349600315094,0.03389484062790871,0.004613935947418213,0.004436612129211426,0.004791259765625,True,True,True,True,0.05
19.0,semi_sickled,327,328,82.0,0.020701208035461605,0.03134714066982269,0.01826564408838749,0.007077505346387625,0.00847874116152525,0.00567626953125,True,True,True,True,0.05
19.0,semi_sickled,328,329,82.25,0.044336903348448684,0.08089935779571533,0.031080126762390137,0.0043964634533040226,0.001804401515983045,0.006988525390625,True,False,True,True,0.05
19.0,semi_sickled,329,330,82.5,0.026989593595499174,0.059535905718803406,0.007191896438598633,0.002632270217873156,0.001999159576371312,0.003265380859375,True,False,True,True,0.05
19.0,semi_sickled,330,331,82.75,0.018517128855455665,0.02866494655609131,0.015831008553504944,0.006041188957169652,0.007108012679964304,0.004974365234375,True,True,True,True,0.05
19.0,semi_sickled,331,332,83.0,0.017934747214894742,0.018397673964500427,0.026582034304738045,0.005087862489745021,0.005048771854490042,0.005126953125,True,True,True,True,0.05
19.0,semi_sickled,332,333,83.25,0.01951540654990822,0.009235411882400513,0.04061555862426758,0.006423185113817453,0.009336848743259907,0.003509521484375,True,True,True,True,0.05
19.0,semi_sickled,333,334,83.5,0.011588139325613155,0.010569214820861816,0.018961504101753235,0.002895707846619189,0.0027091403026133776,0.003082275390625,True,True,True,True,0.05
19.0,semi_sickled,334,335,83.75,0.03523410978814354,0.08105140924453735,0.0060463291592895985,0.002789323538308963,0.0009399752016179264,0.004638671875,True,False,True,True,0.05
19.0,semi_sickled,335,336,84.0,0.009594716757419519,0.006542295217514038,0.017650924623012543,0.0031999002094380558,0.0017000933876261115,0.00469970703125,True,True,True,True,0.05
19.0,semi_sickled,336,337,84.25,0.02026598736993037,0.0312453955411911,0.020205361768603325,0.00278381013777107,0.00315673160366714,0.002410888671875,True,True,True,True,0.05
19.0,semi_sickled,337,338,84.5,0.009817699471022933,0.010518237948417664,0.013201798312366009,0.003959099529311061,0.005232652183622122,0.002685546875,True,True,True,True,0.05
19.0,semi_sickled,338,339,84.75,0.007640973760862835,0.013082191348075867,0.005283721257001162,0.002235179126728326,0.0015711883315816522,0.002899169921875,True,True,True,True,0.05
19.0,semi_sickled,339,340,85.0,0.06737938701407983,0.1529884934425354,0.01388372853398323,0.0052987386006861925,0.006630192045122385,0.00396728515625,False,False,True,True,0.05
19.0,semi_sickled,340,341,85.25,0.03572231538128108,0.062385573983192444,0.02537388540804386,0.007548903580754995,0.01030654739588499,0.004791259765625,True,False,True,True,0.05
19.0,semi_sickled,341,342,85.5,0.015145935979671777,0.018803730607032776,0.017394693568348885,0.006145203951746225,0.00801794696599245,0.0042724609375,True,True,True,True,0.05
19.0,semi_sickled,342,343,85.75,0.014207481316407212,0.029799997806549072,0.0055690002627670765,0.0013533284072764218,0.0013028482208028436,0.00140380859375,True,True,True,True,0.05
19.0,semi_sickled,343,344,86.0,0.0525741443503648,0.12085555493831635,0.008774942718446255,0.004642769694328308,0.006844133138656616,0.00244140625,False,False,True,True,0.05
19.0,semi_sickled,344,345,86.25,0.017320370359811932,0.038997456431388855,0.0035161792766302824,0.001962900161743164,0.0017590522766113281,0.002166748046875,True,True,True,True,0.05
19.0,semi_sickled,345,346,86.5,0.012458770789089614,0.02209705114364624,0.008639324456453323,0.0023847470874898136,0.0019008418312296271,0.00286865234375,True,True,True,True,0.05
