Video,CellID,Subtype,StartFrame,EndFrame,StartTimeSec,EndTimeSec,DurationSec,CompletionStatus,MeanChangeScore,MaxChangeScore,MeanSubtypeDelta,MeanShapeDelta,MeanTextureDelta,MeanHistDelta,StableFramesRequired,ChangeThreshold,ScoreMode,MinDurationSec,EndpointSubtypeProb
V1,197.0,semi_sickled,255,291.0,63.75,72.75,9.0,completed,0.021850752946743233,0.05071058725006879,0.04257531791198545,0.010680334358589678,0.005108121690260837,0.003551948361280488,6,0.05,probability,0,0.7765957117080688
V1,200.0,semi_sickled,223,237.0,55.75,59.25,3.5,completed,0.016585083177395925,0.05613646882993635,0.03322603514319972,0.006983515904530098,0.0034626367177177024,0.0033408717105263158,6,0.05,probability,0,0.7901817560195923
V1,201.0,semi_sickled,195,196.0,48.75,49.0,0.25,completed,0.012061638629529628,0.02196049632620998,0.022095816830794018,0.006269798458864291,0.005011455000688632,0.0032196044921875,6,0.05,probability,0,0.846731960773468
V1,203.0,semi_sickled,283,299.0,70.75,74.75,4.0,completed,0.01926096467747508,0.050551108788931744,0.03375373248543058,0.013512069226375647,0.004219472192094794,0.00402250744047619,6,0.05,probability,0,0.7131668329238892
V1,204.0,final_sickled,156,167.0,39.0,41.75,2.75,completed,0.01832135268487036,0.03332900605164468,0.030124457087367773,0.013988027843879536,0.006457054347265512,0.0045490264892578125,6,0.05,probability,0,0.8288347125053406
V1,205.0,final_sickled,473,,118.25,,,not_completed,0.012044336964027026,0.022087708913022655,0.020278997719287872,0.008891697119300565,0.0027657125998909273,0.0037994384765625,6,0.05,probability,0,0.6937110424041748
V1,206.0,final_sickled,165,166.0,41.25,41.5,0.25,completed,0.012309202663648952,0.02461522212252021,0.018595155328512192,0.01121634584463512,0.0031128757497450956,0.004450480143229167,6,0.05,probability,0,0.912697970867157
V1,207.0,semi_sickled,240,246.0,60.0,61.5,1.5,completed,0.01571110087944279,0.043560742307454346,0.025610245086930016,0.011933661785654047,0.005724712761796333,0.004597056995738636,6,0.05,probability,0,0.7628083229064941
V1,209.0,final_sickled,222,223.0,55.5,55.75,0.25,completed,0.011217842534339675,0.018133738968754188,0.014052235366155704,0.01197677404464533,0.00511167283790807,0.006128946940104167,6,0.05,probability,0,0.5102180242538452
V1,211.0,final_sickled,117,118.0,29.25,29.5,0.25,completed,0.014227836604792779,0.01974380551255308,0.025730043649673462,0.00801596159969146,0.0036555081411885717,0.0053863525390625,6,0.05,probability,0,0.8040479421615601
V1,213.0,final_sickled,240,296.0,60.0,74.0,14.0,completed,0.021820731127868906,0.07202783995307982,0.040406293434197785,0.012735443530636686,0.005317497700758156,0.004288970446977459,6,0.05,probability,0,0.6553744077682495
V1,214.0,semi_sickled,296,297.0,74.0,74.25,0.25,completed,0.011165413040725979,0.013926845643436535,0.013713498910268148,0.013475671265041456,0.004198706786458691,0.003509521484375,6,0.05,probability,0,0.582654595375061
V1,215.0,semi_sickled,399,,99.75,,,not_completed,0.028713273106895938,0.10910271855536849,0.04783649444580078,0.02329653038177639,0.0069450770322873724,0.00445404052734375,6,0.05,probability,0,0.7546163201332092
V1,217.0,semi_sickled,209,253.0,52.25,63.25,11.0,completed,0.02187010962533888,0.053954931197222326,0.04055873623916081,0.013120631290580697,0.0049642460178393796,0.0034709074059311226,6,0.05,probability,0,0.7893654108047485
V1,219.0,semi_sickled,292,293.0,73.0,73.25,0.25,completed,0.01261734116706066,0.020479071338195355,0.0234635832409064,0.006837179302237928,0.0026319779766102633,0.004079182942708333,6,0.05,probability,0,0.5062597990036011
V1,222.0,final_sickled,98,100.0,24.5,25.0,0.5,completed,0.011027872897102496,0.03102170043857768,0.01553599163889885,0.011281278632980372,0.0042826390791950485,0.0026375906808035715,6,0.05,probability,0,0.9581697583198547
V1,223.0,final_sickled,107,119.0,26.75,29.75,3.0,completed,0.07268237961025285,0.279299494667122,0.12575228358892834,0.047654857486486436,0.007350508866639917,0.0048899931066176475,6,0.05,probability,0,0.9184331893920898
V1,224.0,final_sickled,182,185.0,45.5,46.25,0.75,completed,0.011292142305319431,0.03336177123710513,0.016134061384946108,0.009706830067443661,0.00629906787071377,0.005229949951171875,6,0.05,probability,0,0.820360004901886
V1,225.0,final_sickled,86,87.0,21.5,21.75,0.25,completed,0.011814155923881723,0.02144277859479189,0.01050358172506094,0.018712318245282706,0.003314220239796365,0.005193074544270833,6,0.05,probability,0,0.9470199346542358
V1,226.0,semi_sickled,303,304.0,75.75,76.0,0.25,completed,0.01631303146520319,0.02283021282637492,0.03190333892901739,0.006568631991588821,0.005047032337946196,0.004974365234375,6,0.05,probability,0,0.7821587324142456
V1,228.0,final_sickled,107,108.0,26.75,27.0,0.25,completed,0.008784524325164966,0.014583558507729322,0.011800915623704592,0.0088459089359579,0.0034875174363454184,0.0042572021484375,6,0.05,probability,0,0.9535752534866333
V1,229.0,final_sickled,228,242.0,57.0,60.5,3.5,completed,0.01872272346640545,0.1453900675754994,0.030457791529203717,0.015635244169970974,0.004508244661050604,0.0040299265008223685,6,0.05,probability,0,0.526208221912384
V1,230.0,final_sickled,150,174.0,37.5,43.5,6.0,completed,0.034622492076851,0.19917776617221533,0.05623001374047378,0.031416169885132045,0.00687420888450639,0.006048794450431034,6,0.05,probability,0,0.6273988485336304
V1,231.0,semi_sickled,386,413.0,96.5,103.25,6.75,completed,0.02046064448595644,0.05221681540133432,0.03651183098554611,0.013421618374195532,0.004238040615746286,0.005028724670410156,6,0.05,probability,0,0.7919285893440247
V1,233.0,semi_sickled,214,239.0,53.5,59.75,6.25,completed,0.02701154042685327,0.06952903952915222,0.048149760067462924,0.01799807066175466,0.0069838904814484215,0.0046346028645833336,6,0.05,probability,0,0.5338221788406372
V1,234.0,semi_sickled,121,130.0,30.25,32.5,2.25,completed,0.023806871635939125,0.07000668582040817,0.041073497384786606,0.01656729167526854,0.007227573610310044,0.005403791155133929,6,0.05,probability,0,0.6120396852493286
V1,236.0,final_sickled,239,297.0,59.75,74.25,14.5,completed,0.022163121187311063,0.12800456521411735,0.03434437215328216,0.025894963231525923,0.005126466987551087,0.005278087797619048,6,0.05,probability,0,0.6494994163513184
V1,237.0,final_sickled,168,169.0,42.0,42.25,0.25,completed,0.011303397950784227,0.02078186076832935,0.01549038290977478,0.01111822024298211,0.005189995000061269,0.004536946614583333,6,0.05,probability,0,0.5659328699111938
V1,238.0,semi_sickled,246,250.0,61.5,62.5,1.0,completed,0.020268046914034676,0.05248883137336143,0.027571237335602444,,0.008766768810649713,0.008399115668402778,6,0.05,probability,0,0.9090739488601685
