Frame,Class_0,Class_0_total,Class_0_pos,Class_1,Class_1_total,Class_1_pos,Class_2,Class_2_total,Class_2_pos,Class_3,Class_3_total,Class_3_pos,Class_4,Class_4_total,Class_4_pos,Class_5,Class_5_total,Class_5_pos,FrameIndex
102,0.0084,119,118,0.0508,59,56,0.0,13,13,0.0,7,7,0.0,4,4,0.4762,21,11,51
104,0.0084,119,118,0.0508,59,56,0.0,13,13,0.0,7,7,0.0,4,4,0.5238,21,10,52
106,0.0084,119,118,0.0508,59,56,0.0,13,13,0.0,7,7,0.0,4,4,0.5238,21,10,53
108,0.0084,119,118,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5238,21,10,54
110,0.0084,119,118,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5238,21,10,55
112,0.0084,119,118,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5238,21,10,56
114,0.0084,119,118,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5238,21,10,57
116,0.0252,119,116,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5238,21,10,58
118,0.0252,119,116,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5238,21,10,59
120,0.0252,119,116,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,60
122,0.0252,119,116,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,61
124,0.0252,119,116,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,62
126,0.0336,119,115,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,63
128,0.042,119,114,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,64
130,0.042,119,114,0.0678,59,55,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,65
132,0.0504,119,113,0.0847,59,54,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,66
134,0.0504,119,113,0.0847,59,54,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,67
136,0.0588,119,112,0.0847,59,54,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,68
138,0.0588,119,112,0.1017,59,53,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,69
140,0.0672,119,111,0.1017,59,53,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,70
142,0.0672,119,111,0.1017,59,53,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,71
144,0.0672,119,111,0.1017,59,53,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,72
146,0.0756,119,110,0.1017,59,53,0.0,13,13,0.0,7,7,0.0,4,4,0.5714,21,9,73
148,0.0756,119,110,0.1186,59,52,0.0,13,13,0.0,7,7,0.0,4,4,0.619,21,8,74
150,0.0756,119,110,0.1186,59,52,0.0,13,13,0.0,7,7,0.0,4,4,0.619,21,8,75
152,0.0924,119,108,0.1186,59,52,0.0,13,13,0.0,7,7,0.0,4,4,0.619,21,8,76
154,0.1008,119,107,0.1356,59,51,0.0,13,13,0.0,7,7,0.0,4,4,0.619,21,8,77
156,0.1008,119,107,0.1356,59,51,0.0,13,13,0.0,7,7,0.0,4,4,0.619,21,8,78
158,0.1008,119,107,0.1356,59,51,0.0769,13,12,0.0,7,7,0.0,4,4,0.619,21,8,79
160,0.1176,119,105,0.1356,59,51,0.0769,13,12,0.0,7,7,0.0,4,4,0.619,21,8,80
162,0.1261,119,104,0.1525,59,50,0.0769,13,12,0.0,7,7,0.0,4,4,0.619,21,8,81
164,0.1261,119,104,0.1525,59,50,0.1538,13,11,0.0,7,7,0.0,4,4,0.619,21,8,82
166,0.1345,119,103,0.1525,59,50,0.1538,13,11,0.0,7,7,0.0,4,4,0.619,21,8,83
168,0.1429,119,102,0.1525,59,50,0.1538,13,11,0.0,7,7,0.0,4,4,0.619,21,8,84
170,0.1597,119,100,0.1525,59,50,0.2308,13,10,0.0,7,7,0.0,4,4,0.619,21,8,85
172,0.1597,119,100,0.1864,59,48,0.3077,13,9,0.0,7,7,0.0,4,4,0.619,21,8,86
174,0.1765,119,98,0.1864,59,48,0.3077,13,9,0.0,7,7,0.0,4,4,0.619,21,8,87
176,0.1849,119,97,0.2203,59,46,0.3077,13,9,0.0,7,7,0.0,4,4,0.619,21,8,88
178,0.1849,119,97,0.2373,59,45,0.3077,13,9,0.0,7,7,0.0,4,4,0.619,21,8,89
180,0.1933,119,96,0.2712,59,43,0.3077,13,9,0.0,7,7,0.0,4,4,0.619,21,8,90
182,0.1933,119,96,0.2712,59,43,0.3077,13,9,0.0,7,7,0.0,4,4,0.619,21,8,91
184,0.2017,119,95,0.2881,59,42,0.3077,13,9,0.0,7,7,0.0,4,4,0.619,21,8,92
186,0.2101,119,94,0.322,59,40,0.3077,13,9,0.0,7,7,0.0,4,4,0.6667,21,7,93
188,0.2185,119,93,0.339,59,39,0.3077,13,9,0.0,7,7,0.0,4,4,0.6667,21,7,94
190,0.2185,119,93,0.339,59,39,0.3077,13,9,0.0,7,7,0.0,4,4,0.6667,21,7,95
192,0.2185,119,93,0.339,59,39,0.3077,13,9,0.0,7,7,0.0,4,4,0.6667,21,7,96
194,0.2185,119,93,0.3559,59,38,0.3077,13,9,0.0,7,7,0.0,4,4,0.6667,21,7,97
196,0.2353,119,91,0.3559,59,38,0.3077,13,9,0.0,7,7,0.0,4,4,0.6667,21,7,98
198,0.2353,119,91,0.3729,59,37,0.3077,13,9,0.0,7,7,0.0,4,4,0.6667,21,7,99
200,0.2353,119,91,0.4068,59,35,0.3077,13,9,0.0,7,7,0.0,4,4,0.6667,21,7,100
202,0.2437,119,90,0.4068,59,35,0.3846,13,8,0.0,7,7,0.0,4,4,0.6667,21,7,101
204,0.2437,119,90,0.4068,59,35,0.3846,13,8,0.0,7,7,0.0,4,4,0.7143,21,6,102
206,0.2521,119,89,0.4237,59,34,0.3846,13,8,0.0,7,7,0.0,4,4,0.7143,21,6,103
208,0.2521,119,89,0.4237,59,34,0.3846,13,8,0.0,7,7,0.0,4,4,0.7143,21,6,104
210,0.2605,119,88,0.4237,59,34,0.3846,13,8,0.0,7,7,0.0,4,4,0.7143,21,6,105
212,0.2857,119,85,0.4237,59,34,0.3846,13,8,0.0,7,7,0.0,4,4,0.7143,21,6,106
214,0.3025,119,83,0.4237,59,34,0.3846,13,8,0.0,7,7,0.0,4,4,0.7143,21,6,107
216,0.3025,119,83,0.4237,59,34,0.3846,13,8,0.0,7,7,0.0,4,4,0.7143,21,6,108
218,0.3025,119,83,0.4407,59,33,0.4615,13,7,0.0,7,7,0.0,4,4,0.7143,21,6,109
220,0.3109,119,82,0.4576,59,32,0.4615,13,7,0.0,7,7,0.0,4,4,0.7143,21,6,110
222,0.3109,119,82,0.4576,59,32,0.4615,13,7,0.1429,7,6,0.0,4,4,0.7143,21,6,111
224,0.3193,119,81,0.4576,59,32,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,112
226,0.3277,119,80,0.4746,59,31,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,113
228,0.3361,119,79,0.4746,59,31,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,114
230,0.3361,119,79,0.5254,59,28,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,115
232,0.3361,119,79,0.5254,59,28,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,116
234,0.3361,119,79,0.5424,59,27,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,117
236,0.3445,119,78,0.5424,59,27,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,118
238,0.3445,119,78,0.5424,59,27,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,119
240,0.3529,119,77,0.5424,59,27,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,120
242,0.3529,119,77,0.5424,59,27,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,121
244,0.3613,119,76,0.5424,59,27,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,122
246,0.3613,119,76,0.5424,59,27,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,123
248,0.3613,119,76,0.5593,59,26,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,124
250,0.3697,119,75,0.5593,59,26,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,125
252,0.3697,119,75,0.5593,59,26,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,126
254,0.3697,119,75,0.5932,59,24,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,127
256,0.3697,119,75,0.5932,59,24,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,128
258,0.3866,119,73,0.5932,59,24,0.5385,13,6,0.1429,7,6,0.0,4,4,0.7143,21,6,129
260,0.395,119,72,0.5932,59,24,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7143,21,6,130
262,0.4034,119,71,0.5932,59,24,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7143,21,6,131
264,0.4034,119,71,0.5932,59,24,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7143,21,6,132
266,0.4034,119,71,0.5932,59,24,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7143,21,6,133
268,0.4118,119,70,0.5932,59,24,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7143,21,6,134
270,0.4118,119,70,0.5932,59,24,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7143,21,6,135
272,0.4118,119,70,0.5932,59,24,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7143,21,6,136
274,0.4118,119,70,0.5932,59,24,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7143,21,6,137
276,0.4118,119,70,0.6102,59,23,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7619,21,5,138
278,0.4118,119,70,0.6102,59,23,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7619,21,5,139
280,0.4118,119,70,0.6102,59,23,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7619,21,5,140
282,0.4286,119,68,0.6102,59,23,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7619,21,5,141
284,0.437,119,67,0.6102,59,23,0.6154,13,5,0.1429,7,6,0.0,4,4,0.7619,21,5,142
286,0.4538,119,65,0.6102,59,23,0.6154,13,5,0.2857,7,5,0.0,4,4,0.7619,21,5,143
288,0.4538,119,65,0.6271,59,22,0.6154,13,5,0.2857,7,5,0.0,4,4,0.7619,21,5,144
290,0.4538,119,65,0.6271,59,22,0.6154,13,5,0.2857,7,5,0.0,4,4,0.7619,21,5,145
292,0.4538,119,65,0.6271,59,22,0.6154,13,5,0.2857,7,5,0.0,4,4,0.7619,21,5,146
294,0.4538,119,65,0.6271,59,22,0.6154,13,5,0.2857,7,5,0.0,4,4,0.7619,21,5,147
296,0.4538,119,65,0.6271,59,22,0.6154,13,5,0.2857,7,5,0.0,4,4,0.7619,21,5,148
298,0.4538,119,65,0.6271,59,22,0.6154,13,5,0.2857,7,5,0.0,4,4,0.7619,21,5,149
300,0.4622,119,64,0.6441,59,21,0.6154,13,5,0.2857,7,5,0.0,4,4,0.7619,21,5,150
302,0.4622,119,64,0.6441,59,21,0.6154,13,5,0.2857,7,5,0.0,4,4,0.7619,21,5,151
304,0.4706,119,63,0.6441,59,21,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,152
306,0.4706,119,63,0.6441,59,21,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,153
308,0.479,119,62,0.6441,59,21,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,154
310,0.4874,119,61,0.6441,59,21,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,155
312,0.4874,119,61,0.6441,59,21,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,156
314,0.4958,119,60,0.6441,59,21,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,157
316,0.4958,119,60,0.6441,59,21,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,158
318,0.4958,119,60,0.661,59,20,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,159
320,0.5042,119,59,0.661,59,20,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,160
322,0.5126,119,58,0.661,59,20,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,161
324,0.5126,119,58,0.661,59,20,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,162
326,0.5126,119,58,0.678,59,19,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,163
328,0.5126,119,58,0.678,59,19,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,164
330,0.5126,119,58,0.678,59,19,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,165
332,0.5126,119,58,0.678,59,19,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,166
334,0.5126,119,58,0.6949,59,18,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,167
336,0.5126,119,58,0.6949,59,18,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,168
338,0.5126,119,58,0.6949,59,18,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,169
340,0.521,119,57,0.6949,59,18,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,170
342,0.521,119,57,0.6949,59,18,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,171
344,0.521,119,57,0.6949,59,18,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,172
346,0.521,119,57,0.6949,59,18,0.6154,13,5,0.2857,7,5,0.0,4,4,0.8095,21,4,173
348,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,174
350,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,175
352,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,176
354,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,177
356,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,178
358,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,179
360,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,180
362,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,181
364,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,182
366,0.521,119,57,0.6949,59,18,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,183
368,0.521,119,57,0.7119,59,17,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,184
370,0.521,119,57,0.7119,59,17,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,185
372,0.521,119,57,0.7119,59,17,0.6154,13,5,0.4286,7,4,0.0,4,4,0.8095,21,4,186
374,0.521,119,57,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,187
376,0.521,119,57,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,188
378,0.521,119,57,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,189
380,0.521,119,57,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,190
382,0.521,119,57,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,191
384,0.521,119,57,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,192
386,0.5294,119,56,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,193
388,0.5378,119,55,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,194
390,0.5378,119,55,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,195
392,0.5462,119,54,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,196
394,0.5546,119,53,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,197
396,0.5546,119,53,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,198
398,0.5546,119,53,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,199
400,0.5546,119,53,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,200
402,0.5546,119,53,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,201
404,0.5546,119,53,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,202
406,0.5546,119,53,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,203
408,0.563,119,52,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,204
410,0.563,119,52,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,205
412,0.563,119,52,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,206
414,0.563,119,52,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,207
416,0.563,119,52,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,208
418,0.5714,119,51,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,209
420,0.5714,119,51,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,210
422,0.5798,119,50,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,211
424,0.5882,119,49,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,212
426,0.5882,119,49,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,213
428,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,214
430,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,215
432,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,216
434,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,217
436,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,218
438,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,219
440,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,220
442,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,221
444,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,222
446,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,223
448,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,224
450,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,225
452,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,226
454,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,227
456,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,228
458,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,229
460,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,230
462,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,231
464,0.5966,119,48,0.7119,59,17,0.6154,13,5,0.5714,7,3,0.0,4,4,0.8095,21,4,232
466,0.5966,119,48,0.7119,59,17,0.6923,13,4,0.5714,7,3,0.0,4,4,0.8095,21,4,233
468,0.5966,119,48,0.7119,59,17,0.6923,13,4,0.5714,7,3,0.0,4,4,0.8095,21,4,234
470,0.5966,119,48,0.7119,59,17,0.6923,13,4,0.5714,7,3,0.0,4,4,0.8095,21,4,235
472,0.5966,119,48,0.7119,59,17,0.6923,13,4,0.5714,7,3,0.0,4,4,0.8095,21,4,236
474,0.5966,119,48,0.7119,59,17,0.6923,13,4,0.5714,7,3,0.0,4,4,0.8095,21,4,237
476,0.605,119,47,0.7119,59,17,0.6923,13,4,0.5714,7,3,0.0,4,4,0.8571,21,3,238
478,0.605,119,47,0.7119,59,17,0.6923,13,4,0.5714,7,3,0.0,4,4,0.8571,21,3,239
