Video,CellID,Subtype,PrevFrame,Frame,TimeSec,CombinedScore,ProbabilityScore,ShapeScore,TextureIntensityScore,RawTextureDelta,HistogramDelta,CombinedStable,ProbabilityStable,ShapeStable,TextureIntensityStable,ChangeThreshold
V2,3.0,semi_sickled,287,288,72.0,0.0103517075185664,0.002004064619541168,0.021950125694274902,0.007470150711014867,0.007036248687654734,0.007904052734375,True,True,True,True,0.03
V2,3.0,semi_sickled,288,289,72.25,0.0456189307384193,0.10920558869838715,0.002952111652120948,0.003613824723288417,0.004023303743451834,0.003204345703125,False,False,True,True,0.03
V2,3.0,semi_sickled,289,290,72.5,0.025711128755938263,0.041211605072021484,0.022381432354450226,0.005571941612288356,0.007695396896451712,0.003448486328125,True,False,True,True,0.03
V2,3.0,semi_sickled,290,291,72.75,0.013044189871288834,0.005254045128822327,0.026541635394096375,0.006611997727304697,0.008371700532734394,0.004852294921875,True,True,True,True,0.03
V2,3.0,semi_sickled,291,292,73.0,0.059618717338889834,0.13228937983512878,0.018271224573254585,0.001232147216796875,0.00075531005859375,0.001708984375,False,False,True,True,0.03
V2,3.0,semi_sickled,292,293,73.25,0.035568808298558,0.07154735922813416,0.015632713213562965,0.005913659930229187,0.006334155797958374,0.0054931640625,False,False,True,True,0.03
V2,3.0,semi_sickled,293,294,73.5,0.013696807739324867,0.01403115689754486,0.018264876678586006,0.006766552571207285,0.00807045865803957,0.005462646484375,True,True,True,True,0.03
V2,3.0,semi_sickled,294,295,73.75,0.07920764068840072,0.17982599139213562,0.017725864425301552,0.004292766330763698,0.004343589302152395,0.004241943359375,False,False,True,True,0.03
V2,3.0,semi_sickled,295,296,74.0,0.013003047625534236,0.0023250728845596313,0.029913270846009254,0.006413494702428579,0.007883141748607159,0.00494384765625,True,True,True,True,0.03
V2,3.0,semi_sickled,296,297,74.25,0.04226067984127439,0.05433572828769684,0.05684646964073181,0.002520496607758105,0.0025385518092662096,0.00250244140625,False,False,False,True,0.03
V2,3.0,semi_sickled,297,298,74.5,0.01904503032565117,0.017601683735847473,0.0320541113615036,0.0031416714191436768,0.0035672783851623535,0.002716064453125,True,True,False,True,0.03
V2,3.0,semi_sickled,298,299,74.75,0.0189754159306176,0.03499220311641693,0.012136600911617279,0.002922897459939122,0.003984222654253244,0.001861572265625,True,False,True,True,0.03
V2,3.0,semi_sickled,299,300,75.0,0.015585830609779805,0.016945689916610718,0.02220253087580204,0.004146675346419215,0.00530262803658843,0.00299072265625,True,True,True,True,0.03
V2,3.0,semi_sickled,300,301,75.25,0.04588423423119821,0.09927499294281006,0.0157304797321558,0.0026742765912786126,0.0019611020106822252,0.003387451171875,False,False,True,True,0.03
V2,3.0,semi_sickled,301,302,75.5,0.011267468170262874,0.0034329965710639954,0.02310241013765335,0.007233703974634409,0.008821655996143818,0.005645751953125,True,True,True,True,0.03
V2,3.0,semi_sickled,302,303,75.75,0.01730845896527171,0.018455274403095245,0.024512911215424538,0.0053873211145401,0.0062580406665802,0.0045166015625,True,True,True,True,0.03
V2,3.0,semi_sickled,303,304,76.0,0.01636110829131212,0.03899169713258743,0.0003333244239911437,0.0025910635595209897,0.0016726056346669793,0.003509521484375,True,False,True,True,0.03
V2,3.0,semi_sickled,304,305,76.25,0.026699943852145226,0.04096589982509613,0.025991598144173622,0.00486609828658402,0.005032489541918039,0.00469970703125,True,False,True,True,0.03
V2,3.0,semi_sickled,305,306,76.5,0.011345569323748349,0.0051694586873054504,0.022158661857247353,0.006089016795158386,0.009156793355941772,0.003021240234375,True,True,True,True,0.03
V2,3.0,semi_sickled,306,307,76.75,0.013168339245021343,0.015431620180606842,0.016750890761613846,0.0045315176248550415,0.004485398530960083,0.00457763671875,True,True,True,True,0.03
V2,4.0,final_sickled,242,243,60.75,0.0076127857377287,0.0012441277503967285,0.017103681340813637,0.004515384673140943,0.002652595518156886,0.006378173828125,True,True,True,True,0.03
V2,4.0,final_sickled,243,244,61.0,0.04123762748204172,0.09114217758178711,0.009462189860641956,0.0058759599924087524,0.004183560609817505,0.007568359375,False,False,True,True,0.03
V2,4.0,final_sickled,244,245,61.25,0.021898830600548536,0.03663317859172821,0.015373971313238144,0.007458676816895604,0.007715205196291208,0.0072021484375,True,False,True,True,0.03
V2,4.0,final_sickled,245,246,61.5,0.02696895601693541,0.06251643598079681,0.003214820520952344,0.0033487777691334486,0.004012008663266897,0.002685546875,True,False,True,True,0.03
V2,4.0,final_sickled,246,247,61.75,0.02228383644251153,0.03761979937553406,0.01693653129041195,0.005232522962614894,0.006101032253354788,0.004364013671875,True,False,True,True,0.03
V2,4.0,final_sickled,247,248,62.0,0.021853528183419256,0.027861610054969788,0.026588300243020058,0.005611916305497289,0.006035844329744577,0.00518798828125,True,True,True,True,0.03
V2,4.0,final_sickled,248,249,62.25,0.01783518461161293,0.030281826853752136,0.014198239892721176,0.003012279630638659,0.002087791683152318,0.003936767578125,True,False,True,True,0.03
V2,4.0,final_sickled,249,250,62.5,0.039675913233077155,0.07659982144832611,0.02273034118115902,0.00432146096136421,0.0036685566883534193,0.004974365234375,False,False,True,True,0.03
V2,4.0,final_sickled,250,251,62.75,0.018531509686727076,0.01770886778831482,0.02890457771718502,0.0053254414815455675,0.006256351713091135,0.00439453125,True,True,True,True,0.03
V2,4.0,final_sickled,251,252,63.0,0.01932248865487054,0.04307106137275696,0.003089284524321556,0.004051258089020848,0.0047150650061666965,0.003387451171875,True,False,True,True,0.03
V2,4.0,final_sickled,252,253,63.25,0.022969705468858594,0.05167341232299805,0.004629772622138262,0.0027196804876439273,0.0016246637096628547,0.003814697265625,True,False,True,True,0.03
V2,4.0,final_sickled,253,254,63.5,0.0053523673443123705,0.007331475615501404,0.004697463009506464,0.0031026601791381836,0.0009257793426513672,0.005279541015625,True,True,True,True,0.03
V2,4.0,final_sickled,254,255,63.75,0.024764423712622375,0.0519697368144989,0.008609972894191742,0.0038521538954228163,0.0041947863064706326,0.003509521484375,True,False,True,True,0.03
V2,4.0,final_sickled,255,256,64.0,0.02285014982917346,0.03831492364406586,0.0183736439794302,0.004373619914986193,0.0030099351424723864,0.0057373046875,True,False,True,True,0.03
V2,5.0,final_sickled,458,459,114.75,0.04520918875932694,0.08811663091182709,0.02378500998020172,0.00655113160610199,0.00870773196220398,0.00439453125,False,False,True,True,0.03
V2,5.0,final_sickled,459,460,115.0,0.02721629898005631,0.06546732783317566,0.0008626938215456903,0.0029097000369802117,0.0024014313239604235,0.00341796875,True,False,True,True,0.03
V2,5.0,final_sickled,460,461,115.25,0.007072674889059272,0.0022497177124023438,0.016148896887898445,0.0020826955733355135,0.0008389751310460269,0.003326416015625,True,True,True,True,0.03
V2,5.0,final_sickled,461,462,115.5,0.01209818446659483,0.028676986694335938,0.0,0.0025095591554418206,0.0023335714358836412,0.002685546875,True,True,True,True,0.03
V2,5.0,final_sickled,462,463,115.75,0.01970926553476602,0.02884000539779663,0.01790870539844036,0.007620865944772959,0.010358919389545918,0.0048828125,True,True,True,True,0.03
V2,5.0,final_sickled,463,464,116.0,0.04291544642765075,0.08711284399032593,0.018179984763264656,0.006829256657510996,0.008745183236896992,0.004913330078125,False,False,True,True,0.03
V2,5.0,final_sickled,464,465,116.25,0.01771477700676769,0.028076842427253723,0.013337187469005585,0.007264097686856985,0.01080505084246397,0.00372314453125,True,True,True,True,0.03
V2,5.0,final_sickled,465,466,116.5,0.016402235894929618,0.03096434473991394,0.008309289813041687,0.004432986257597804,0.004105230327695608,0.0047607421875,True,False,True,True,0.03
V2,5.0,final_sickled,466,467,116.75,0.02008354105637409,0.040911272168159485,0.008113537915050983,0.003517175675369799,0.0035553474444895983,0.00347900390625,True,False,True,True,0.03
V2,5.0,final_sickled,467,468,117.0,0.04282134382810909,0.09728312492370605,0.009553758427500725,0.00225711363600567,0.0017676452407613397,0.00274658203125,False,False,True,True,0.03
V2,5.0,final_sickled,468,469,117.25,0.01832218887284398,0.016291871666908264,0.028986161574721336,0.00664113461971283,0.00937601923942566,0.00390625,True,True,True,True,0.03
V2,5.0,final_sickled,469,470,117.5,0.0027548851969186215,2.683699131011963e-05,0.005658626556396484,0.003054524422623217,0.002843667985871434,0.003265380859375,True,True,True,True,0.03
V2,5.0,final_sickled,470,471,117.75,0.01590688219293952,0.01846165955066681,0.020919347181916237,0.004801787436008453,0.004415586590766907,0.00518798828125,True,True,True,True,0.03
V2,5.0,final_sickled,471,472,118.0,0.0418826027889736,0.07266262173652649,0.03392371907830238,0.003777009667828679,0.004105533007532358,0.003448486328125,False,False,False,True,0.03
V2,5.0,final_sickled,472,473,118.25,0.02729654518188909,0.04116305708885193,0.028550056740641594,0.0033552099484950304,0.004757294896990061,0.001953125,True,False,True,True,0.03
V2,5.0,final_sickled,473,474,118.5,0.029699832008918747,0.07010626792907715,0.0031720430124551058,0.0021884391317144036,0.0021185774821788073,0.00225830078125,True,False,True,True,0.03
V2,5.0,final_sickled,474,475,118.75,0.030391510855406523,0.06666727364063263,0.008377188816666603,0.0031703412532806396,0.0031668543815612793,0.003173828125,False,False,True,True,0.03
V2,5.0,final_sickled,475,476,119.0,0.010897278296761214,0.022709593176841736,0.002186218975111842,0.004193057538941503,0.004785040859133005,0.00360107421875,True,True,True,True,0.03
V2,5.0,final_sickled,476,477,119.25,0.0097499486990273,0.0017808079719543457,0.02210593782365322,0.005202189087867737,0.005796223878860474,0.004608154296875,True,True,True,True,0.03
V2,5.0,final_sickled,477,478,119.5,0.024000822275411338,0.03400939702987671,0.026891931891441345,0.003939549205824733,0.0042475066147744656,0.003631591796875,True,False,True,True,0.03
V2,5.0,final_sickled,478,479,119.75,0.03083368018269539,0.06025223433971405,0.016995318233966827,0.0031377002596855164,0.003986582159996033,0.002288818359375,False,False,True,True,0.03
V2,8.0,final_sickled,330,331,82.75,0.008645402488764376,0.015100449323654175,0.0037874439731240273,0.005118469474837184,0.004194458480924368,0.00604248046875,True,True,True,True,0.03
V2,8.0,final_sickled,331,332,83.0,0.07125828936696052,0.03647761046886444,0.15659648180007935,0.007433906197547913,0.010229140520095825,0.004638671875,False,False,False,True,0.03
V2,8.0,final_sickled,332,333,83.25,0.026834415701719433,0.039894893765449524,,0.005937650799751282,0.0071145594120025635,0.0047607421875,True,False,,True,0.03
V2,8.0,final_sickled,333,334,83.5,0.015400420014674848,0.021863646805286407,,0.00505925714969635,0.0045643150806427,0.00555419921875,True,True,,True,0.03
V2,8.0,final_sickled,334,335,83.75,0.07611876404262147,0.035640716552734375,0.17464958131313324,0.002940495847724378,0.0023409526329487562,0.0035400390625,False,False,False,True,0.03
V2,8.0,final_sickled,335,336,84.0,0.008732224651612342,0.013910897076129913,0.007482666056603193,0.0021957308053970337,0.0007293522357940674,0.003662109375,True,True,True,True,0.03
V2,8.0,final_sickled,336,337,84.25,0.02638435347471386,0.038260966539382935,0.026877515017986298,0.006691346410661936,0.008072634227573872,0.00531005859375,True,False,True,True,0.03
V2,8.0,final_sickled,337,338,84.5,0.020829309843247757,0.039861857891082764,0.011087331920862198,0.0040160020580515265,0.003332297084853053,0.00469970703125,True,False,True,True,0.03
V2,8.0,final_sickled,338,339,84.75,0.01515507075819187,0.031337108463048935,0.004809175152331591,0.003748064278624952,0.0021250348072499037,0.00537109375,True,False,True,True,0.03
V2,8.0,final_sickled,339,340,85.0,0.010265678499126808,0.014850284904241562,0.00980415754020214,0.0035764375934377313,0.0037959415931254625,0.00335693359375,True,True,True,True,0.03
V2,8.0,final_sickled,340,341,85.25,0.010114115156466142,0.011230438947677612,0.013630371540784836,0.0034052381524816155,0.002446462633088231,0.004364013671875,True,True,True,True,0.03
V2,10.0,final_sickled,199,200,50.0,0.007875640504062175,0.002154827117919922,0.016896206885576248,0.004400148987770081,0.003429204225540161,0.00537109375,True,True,True,True,0.03
V2,10.0,final_sickled,200,201,50.25,0.015791351796360688,0.032867372035980225,0.0053657363168895245,0.003065581084229052,0.002408017637208104,0.00372314453125,True,False,True,True,0.03
V2,10.0,final_sickled,201,202,50.5,0.036953128216555345,0.08145089447498322,0.009427637793123722,0.004292388795875013,0.0033357541542500257,0.0052490234375,False,False,True,True,0.03
V2,10.0,final_sickled,202,203,50.75,0.007708419254049658,0.005021214485168457,0.014467199333012104,0.002545654773712158,0.0022226572036743164,0.00286865234375,True,True,True,True,0.03
V2,10.0,final_sickled,203,204,51.0,0.00802075176325161,0.0009298473596572876,0.019613666459918022,0.0031361182336695492,0.0018166700610890985,0.00445556640625,True,True,True,True,0.03
V2,10.0,final_sickled,204,205,51.25,0.009503151196986435,0.0051146000623703,0.019125020131468773,0.003054216504096985,0.0029651224613189697,0.003143310546875,True,True,True,True,0.03
V2,10.0,final_sickled,205,206,51.5,0.013676658656913787,0.015507936477661133,0.018985332921147346,0.003314470173791051,0.004034946206957102,0.002593994140625,True,True,True,True,0.03
V2,10.0,final_sickled,206,207,51.75,0.026434921385953204,0.05570872128009796,0.009766935370862484,0.0029320219764485955,0.002415557624772191,0.003448486328125,True,False,True,True,0.03
V2,10.0,final_sickled,207,208,52.0,0.007390980521449819,0.0031144171953201294,0.015466208569705486,0.002928162575699389,0.002133180620148778,0.00372314453125,True,True,True,True,0.03
V2,11.0,semi_sickled,196,197,49.25,0.011220897547900677,0.00810733437538147,0.017203543335199356,0.007826894521713257,0.011228740215301514,0.004425048828125,True,True,True,True,0.03
V2,11.0,semi_sickled,197,198,49.5,0.011984653439139948,0.011955119669437408,0.018306421115994453,0.003181432723067701,0.0023650627117604017,0.003997802734375,True,True,True,True,0.03
V2,11.0,semi_sickled,198,199,49.75,0.014729512960184364,0.008730724453926086,0.02896006405353546,0.004404803039506078,0.0057883658446371555,0.003021240234375,True,True,True,True,0.03
V2,11.0,semi_sickled,199,200,50.0,0.027605804236372936,0.06390058994293213,0.0034820542205125093,0.003307397128082812,0.0033799309749156237,0.00323486328125,True,False,True,True,0.03
V2,11.0,semi_sickled,200,201,50.25,0.010106571461074054,0.022087059915065765,0.0012906050542369485,0.0032801429042592645,0.003600080730393529,0.002960205078125,True,True,True,True,0.03
V2,11.0,semi_sickled,201,202,50.5,0.01331270532682538,0.007772602140903473,0.02385992370545864,0.007410764694213867,0.010884761810302734,0.003936767578125,True,True,True,True,0.03
V2,16.0,final_sickled,196,197,49.25,0.023884677595924587,0.041024111211299896,0.01672973856329918,0.0064784984569996595,0.007677455898374319,0.005279541015625,True,False,True,True,0.03
V2,16.0,final_sickled,197,198,49.5,0.008301071051391773,0.01620359718799591,0.0035297032445669174,0.0023369441623799503,0.0013169547310099006,0.00335693359375,True,True,True,True,0.03
V2,16.0,final_sickled,198,199,49.75,0.0051287063804920765,0.007531903684139252,0.003656141459941864,0.0033451815834268928,0.0023568670731037855,0.00433349609375,True,True,True,True,0.03
V2,16.0,final_sickled,199,200,50.0,0.008589314069831743,0.01783037558197975,0.0021360719110816717,0.0028381546726450324,0.002532998798415065,0.003143310546875,True,True,True,True,0.03
V2,16.0,final_sickled,200,201,50.25,0.010858222999377175,0.02071889117360115,0.005264374893158674,0.00291254126932472,0.00344471144489944,0.00238037109375,True,True,True,True,0.03
V2,16.0,final_sickled,201,202,50.5,0.008052299014525487,0.013643259182572365,0.004891094285994768,0.003532449365593493,0.003524859668686986,0.0035400390625,True,True,True,True,0.03
V2,19.0,semi_sickled,296,297,74.25,0.022421288723126053,0.050432831048965454,0.0031281851697713137,0.0046131659764796495,0.006876478437334299,0.002349853515625,True,False,True,True,0.03
V2,19.0,semi_sickled,297,298,74.5,0.017689792660530657,0.038371507078409195,0.0032508943695575,0.0048135071992874146,0.005049377679824829,0.00457763671875,True,False,True,True,0.03
V2,19.0,semi_sickled,298,299,74.75,0.0050432772928616035,0.009758248925209045,0.0007457297178916633,0.0035158892860636115,0.003735880134627223,0.0032958984375,True,True,True,True,0.03
V2,19.0,semi_sickled,299,300,75.0,0.007449885457754135,0.0004847384989261627,0.017469748854637146,0.004566311836242676,0.0042498111724853516,0.0048828125,True,True,True,True,0.03
V2,19.0,semi_sickled,300,301,75.25,0.012920532395946793,0.019754212349653244,0.01213055569678545,0.0030926118488423526,0.0016075869789347053,0.00457763671875,True,True,True,True,0.03
V2,19.0,semi_sickled,301,302,75.5,0.008658515888964758,0.006277460604906082,0.015645762905478477,0.0026860585203394294,0.0019846658688038588,0.003387451171875,True,True,True,True,0.03
V2,20.0,semi_sickled,227,228,57.0,0.03799842939479277,0.05742363631725311,0.039625924080610275,0.004639605758711696,0.004823645111173391,0.00445556640625,False,False,False,True,0.03
V2,20.0,semi_sickled,228,229,57.25,0.00895581841468811,0.0013178437948226929,0.019417211413383484,0.006530627608299255,0.007354468107223511,0.005706787109375,True,True,True,True,0.03
V2,20.0,semi_sickled,229,230,57.5,0.008348095405381173,0.015213251113891602,0.003071027109399438,0.004751741886138916,0.004651188850402832,0.004852294921875,True,True,True,True,0.03
V2,20.0,semi_sickled,230,231,57.75,0.0444087362382561,0.058036550879478455,0.05076710507273674,0.013702516444027424,0.019470462575554848,0.0079345703125,False,False,False,True,0.03
V2,20.0,semi_sickled,231,232,58.0,0.07775990865193308,0.1513282209634781,0.03977891430258751,0.013224001042544842,0.018086185678839684,0.00836181640625,False,False,False,True,0.03
V2,20.0,semi_sickled,232,233,58.25,0.03563581843627617,0.06839083135128021,0.02027345448732376,0.004735107300803065,0.005289306398481131,0.004180908203125,False,False,True,True,0.03
V2,20.0,semi_sickled,233,234,58.5,0.011686949129216374,0.022428303956985474,0.004344100598245859,0.004780769348144531,0.0062046051025390625,0.00335693359375,True,True,True,True,0.03
V2,20.0,semi_sickled,234,235,58.75,0.00513641617144458,0.007069781422615051,0.00437164818868041,0.0031137069454416633,0.0032977263908833265,0.0029296875,True,True,True,True,0.03
V2,20.0,semi_sickled,235,236,59.0,0.06376941566850292,0.15556958317756653,0.0002600151055958122,0.00580230844207108,0.00601990008726716,0.005584716796875,False,False,True,True,0.03
V2,20.0,semi_sickled,236,237,59.25,0.02376997343817493,0.0514022558927536,0.007816022261977196,0.0018938531575258821,0.0009190539713017642,0.00286865234375,True,False,True,True,0.03
V2,20.0,semi_sickled,237,238,59.5,0.03019924289546907,0.06501924991607666,0.009167117066681385,0.003932207822799683,0.004812657833099365,0.0030517578125,False,False,True,True,0.03
V2,20.0,semi_sickled,238,239,59.75,0.012077410265919752,0.024641994386911392,0.0039872825145721436,0.003300254524219781,0.0019008020171895623,0.00469970703125,True,True,True,True,0.03
V2,20.0,semi_sickled,239,240,60.0,0.013654369837604463,0.01698443293571472,0.014752519316971302,0.006788859609514475,0.00896956492215395,0.004608154296875,True,True,True,True,0.03
V2,20.0,semi_sickled,240,241,60.25,0.002748560841428116,0.0036921799182891846,0.0014442246174439788,0.0030648410320281982,0.0022234320640563965,0.00390625,True,True,True,True,0.03
V2,20.0,semi_sickled,241,242,60.5,0.003454365843208507,0.00542643666267395,0.0014494260540232062,0.0031059682369232178,0.0040757060050964355,0.00213623046875,True,True,True,True,0.03
V2,20.0,semi_sickled,242,243,60.75,0.005291349798790179,0.009651005268096924,0.00260631344281137,0.002074951946269721,0.0016169449081644416,0.002532958984375,True,True,True,True,0.03
V2,20.0,semi_sickled,243,244,61.0,0.006877956696553156,0.011331066489219666,0.004395205061882734,0.0032288333168253303,0.0037110846024006605,0.00274658203125,True,True,True,True,0.03
V2,21.0,final_sickled,199,200,50.0,0.014460253180004656,0.027849502861499786,0.005121550988405943,0.006111636757850647,0.008194953203201294,0.0040283203125,True,True,True,True,0.03
V2,21.0,final_sickled,200,201,50.25,0.01735475128516555,0.023505643010139465,0.018601464107632637,0.005767926573753357,0.007263392210006714,0.0042724609375,True,True,True,True,0.03
V2,21.0,final_sickled,201,202,50.5,0.0048312419326975945,0.005308616906404495,0.005423822905868292,0.0032378286123275757,0.0023557841777801514,0.004119873046875,True,True,True,True,0.03
V2,21.0,final_sickled,202,203,50.75,0.010994424409000204,0.021937813609838486,0.004168112296611071,0.003041838645003736,0.003276060102507472,0.0028076171875,True,True,True,True,0.03
V2,21.0,final_sickled,203,204,51.0,0.01306093781022355,0.009947016835212708,0.0227645393460989,0.004458169220015407,0.005773027893155813,0.003143310546875,True,True,True,True,0.03
V2,21.0,final_sickled,204,205,51.25,0.005544825532706454,0.008660126477479935,0.0040694656781852245,0.0026258478173986077,0.0033901233691722155,0.001861572265625,True,True,True,True,0.03
V2,22.0,final_sickled,389,390,97.5,0.01833054721937515,0.03236353397369385,0.012363803572952747,0.004231209517456591,0.0024809737224131823,0.0059814453125,True,False,True,True,0.03
V2,22.0,final_sickled,390,391,97.75,0.0037639541784301404,0.004392877221107483,0.003075498389080167,0.003721515415236354,0.004025062080472708,0.00341796875,True,True,True,True,0.03
V2,22.0,final_sickled,391,392,98.0,0.007091079524252563,0.012114539742469788,0.0033736126497387886,0.004257996799424291,0.004182497505098581,0.00433349609375,True,True,True,True,0.03
V2,22.0,final_sickled,392,393,98.25,0.014537044684402645,0.010638177394866943,0.02466047741472721,0.006602426525205374,0.008779804222285748,0.004425048828125,True,True,True,True,0.03
V2,22.0,final_sickled,393,394,98.5,0.0036393514179508205,0.0069743916392326355,0.0004161435936111957,0.00281577801797539,0.00328170252032578,0.002349853515625,True,True,True,True,0.03
V2,22.0,final_sickled,394,395,98.75,0.005557791914907285,0.011222496628761292,0.0009678907808847725,0.0029201259603723884,0.0023917655926197767,0.003448486328125,True,True,True,True,0.03
V2,24.0,final_sickled,253,254,63.5,0.016662218447891064,0.0371837392449379,0.0031610075384378433,0.0027294804458506405,0.001461158157326281,0.003997802734375,True,False,True,True,0.03
V2,24.0,final_sickled,254,255,63.75,0.03365848818211816,0.0786663219332695,0.003767726244404912,0.003493020893074572,0.002683063270524144,0.004302978515625,False,False,True,True,0.03
V2,24.0,final_sickled,255,256,64.0,0.01854619508376345,0.030722595751285553,0.014882865361869335,0.0041926156263798475,0.004112770315259695,0.0042724609375,True,False,True,True,0.03
V2,24.0,final_sickled,256,257,64.25,0.013070103921927513,0.0246037095785141,0.006845999043434858,0.0033300817012786865,0.004249274730682373,0.002410888671875,True,True,True,True,0.03
V2,24.0,final_sickled,257,258,64.5,0.015655602084007115,0.031786590814590454,0.00478152884170413,0.005069722654297948,0.007179240230470896,0.002960205078125,True,False,True,True,0.03
V2,24.0,final_sickled,258,259,64.75,0.004549534857505933,0.0031329989433288574,0.007313624024391174,0.002946267486549914,0.0033290584105998278,0.0025634765625,True,True,True,True,0.03
V2,24.0,final_sickled,259,260,65.0,0.019975608208915217,0.0451212003827095,0.0035577036906033754,0.002727727056480944,0.0020985205192118883,0.00335693359375,True,False,True,True,0.03
V2,24.0,final_sickled,260,261,65.25,0.30403771507553756,0.5939263105392456,0.17623066902160645,0.019145826809108257,0.026542386040091515,0.011749267578125,False,False,False,True,0.03
V2,24.0,final_sickled,261,262,65.5,0.011875505864736624,0.02212528884410858,0.007344044744968414,0.0018198986654169858,0.0015340844402089715,0.002105712890625,True,True,True,True,0.03
V2,24.0,final_sickled,262,263,65.75,0.015154264980810695,0.027097508311271667,0.011044214479625225,0.0017991463537327945,0.001584132551215589,0.00201416015625,True,True,True,True,0.03
