FrameIndex,Frame,Class_0,Class_0_pos,Class_0_total,Class_1,Class_1_pos,Class_1_total,Class_2,Class_2_pos,Class_2_total,Class_3,Class_3_pos,Class_3_total,Class_4,Class_4_pos,Class_4_total,Class_5,Class_5_pos,Class_5_total,Class_6,Class_6_pos,Class_6_total
66,132,0.0641025641025641,365,390,0.024137931034482807,283,290,0.06106870229007633,123,131,0.18181818181818177,18,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5125,39,80
67,134,0.0641025641025641,365,390,0.02758620689655178,282,290,0.06106870229007633,123,131,0.18181818181818177,18,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5125,39,80
68,136,0.06666666666666665,364,390,0.03448275862068961,280,290,0.06106870229007633,123,131,0.18181818181818177,18,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.525,38,80
69,138,0.07179487179487176,362,390,0.04137931034482756,278,290,0.06870229007633588,122,131,0.18181818181818177,18,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.525,38,80
70,140,0.07435897435897432,361,390,0.051724137931034475,275,290,0.06870229007633588,122,131,0.18181818181818177,18,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.55,36,80
71,142,0.07435897435897432,361,390,0.051724137931034475,275,290,0.06870229007633588,122,131,0.18181818181818177,18,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5625,35,80
72,144,0.08205128205128209,358,390,0.051724137931034475,275,290,0.07633587786259544,121,131,0.18181818181818177,18,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5625,35,80
73,146,0.0871794871794872,356,390,0.05517241379310345,274,290,0.07633587786259544,121,131,0.2272727272727273,17,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5625,35,80
74,148,0.0871794871794872,356,390,0.05517241379310345,274,290,0.08396946564885499,120,131,0.2727272727272727,16,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.575,34,80
75,150,0.09230769230769231,354,390,0.05862068965517242,273,290,0.08396946564885499,120,131,0.2727272727272727,16,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.575,34,80
76,152,0.10256410256410253,350,390,0.05862068965517242,273,290,0.08396946564885499,120,131,0.2727272727272727,16,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5875,33,80
77,154,0.11282051282051286,346,390,0.06896551724137934,270,290,0.0992366412213741,118,131,0.31818181818181823,15,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5875,33,80
78,156,0.11794871794871797,344,390,0.07241379310344831,269,290,0.0992366412213741,118,131,0.31818181818181823,15,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5875,33,80
79,158,0.12051282051282053,343,390,0.07586206896551728,268,290,0.10687022900763354,117,131,0.31818181818181823,15,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5875,33,80
80,160,0.12564102564102564,341,390,0.08275862068965523,266,290,0.10687022900763354,117,131,0.36363636363636365,14,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5875,33,80
81,162,0.13076923076923075,339,390,0.08620689655172409,265,290,0.10687022900763354,117,131,0.40909090909090906,13,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5875,33,80
82,164,0.13589743589743586,337,390,0.08965517241379306,264,290,0.10687022900763354,117,131,0.40909090909090906,13,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5875,33,80
83,166,0.13589743589743586,337,390,0.096551724137931,262,290,0.12213740458015265,115,131,0.40909090909090906,13,22,0.09999999999999998,9,10,0.0357142857142857,27,28,0.5875,33,80
84,168,0.14102564102564108,335,390,0.096551724137931,262,290,0.12213740458015265,115,131,0.40909090909090906,13,22,0.09999999999999998,9,10,0.0714285714285714,26,28,0.5875,33,80
85,170,0.1461538461538462,333,390,0.09999999999999998,261,290,0.12213740458015265,115,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1071428571428571,25,28,0.5875,33,80
86,172,0.1512820512820513,331,390,0.10689655172413792,259,290,0.13740458015267176,113,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1071428571428571,25,28,0.6125,31,80
87,174,0.15384615384615385,330,390,0.12068965517241381,255,290,0.15267175572519087,111,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1071428571428571,25,28,0.6125,31,80
88,176,0.16153846153846152,327,390,0.1344827586206897,251,290,0.18320610687022898,107,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1071428571428571,25,28,0.6125,31,80
89,178,0.16410256410256407,326,390,0.13793103448275867,250,290,0.19083969465648853,106,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1071428571428571,25,28,0.6125,31,80
90,180,0.17179487179487174,323,390,0.13793103448275867,250,290,0.20610687022900764,104,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1428571428571429,24,28,0.6125,31,80
91,182,0.17179487179487174,323,390,0.14137931034482754,249,290,0.2137404580152672,103,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1428571428571429,24,28,0.6125,31,80
92,184,0.18205128205128207,319,390,0.15517241379310343,245,290,0.2137404580152672,103,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1428571428571429,24,28,0.6125,31,80
93,186,0.18717948717948718,317,390,0.16551724137931034,242,290,0.22137404580152675,102,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1428571428571429,24,28,0.625,30,80
94,188,0.1923076923076923,315,390,0.1724137931034483,240,290,0.23664122137404575,100,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1428571428571429,24,28,0.6375,29,80
95,190,0.1974358974358974,313,390,0.1827586206896552,237,290,0.23664122137404575,100,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1428571428571429,24,28,0.6375,29,80
96,192,0.1974358974358974,313,390,0.18620689655172418,236,290,0.23664122137404575,100,131,0.4545454545454546,12,22,0.09999999999999998,9,10,0.1428571428571429,24,28,0.6375,29,80
97,194,0.19999999999999996,312,390,0.19310344827586212,234,290,0.2595419847328244,97,131,0.4545454545454546,12,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6375,29,80
98,196,0.20769230769230773,309,390,0.20344827586206893,231,290,0.26717557251908397,96,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.65,28,80
99,198,0.21282051282051284,307,390,0.2206896551724138,226,290,0.2748091603053435,95,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6625,27,80
100,200,0.21794871794871795,305,390,0.2310344827586207,223,290,0.2824427480916031,94,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6625,27,80
101,202,0.22564102564102562,302,390,0.24137931034482762,220,290,0.2824427480916031,94,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6625,27,80
102,204,0.23076923076923073,300,390,0.24137931034482762,220,290,0.29007633587786263,93,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6875,25,80
103,206,0.24102564102564106,296,390,0.2448275862068966,219,290,0.29007633587786263,93,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6875,25,80
104,208,0.2435897435897436,295,390,0.2448275862068966,219,290,0.29007633587786263,93,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6875,25,80
105,210,0.2564102564102564,290,390,0.24827586206896557,218,290,0.2977099236641222,92,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6875,25,80
106,212,0.2615384615384615,288,390,0.26206896551724135,214,290,0.3129770992366412,90,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6875,25,80
107,214,0.2666666666666667,286,390,0.2689655172413793,212,290,0.32061068702290074,89,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6875,25,80
108,216,0.2743589743589744,283,390,0.27586206896551724,210,290,0.32061068702290074,89,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6875,25,80
109,218,0.2743589743589744,283,390,0.2793103448275862,209,290,0.32061068702290074,89,131,0.5,11,22,0.19999999999999996,8,10,0.1428571428571429,24,28,0.6875,25,80
110,220,0.2743589743589744,283,390,0.28620689655172415,207,290,0.33587786259541985,87,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.6875,25,80
111,222,0.28205128205128205,280,390,0.30000000000000004,203,290,0.3435114503816794,86,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.6875,25,80
112,224,0.28717948717948716,278,390,0.303448275862069,202,290,0.3435114503816794,86,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7,24,80
113,226,0.2974358974358975,274,390,0.31034482758620685,200,290,0.3587786259541985,84,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7,24,80
114,228,0.30512820512820515,271,390,0.31034482758620685,200,290,0.36641221374045807,83,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7,24,80
115,230,0.3153846153846154,267,390,0.32068965517241377,197,290,0.3893129770992366,80,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7125,23,80
116,232,0.31794871794871793,266,390,0.3275862068965517,195,290,0.3893129770992366,80,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7125,23,80
117,234,0.32820512820512826,262,390,0.33448275862068966,193,290,0.3893129770992366,80,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7125,23,80
118,236,0.3307692307692308,261,390,0.3413793103448276,191,290,0.3893129770992366,80,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7125,23,80
119,238,0.3307692307692308,261,390,0.3517241379310345,188,290,0.3969465648854962,79,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7125,23,80
120,240,0.34102564102564104,257,390,0.3517241379310345,188,290,0.3969465648854962,79,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7125,23,80
121,242,0.3435897435897436,256,390,0.3620689655172413,185,290,0.40458015267175573,78,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7125,23,80
122,244,0.3487179487179487,254,390,0.3620689655172413,185,290,0.40458015267175573,78,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.725,22,80
123,246,0.3487179487179487,254,390,0.3655172413793103,184,290,0.4122137404580153,77,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7375,21,80
124,248,0.35641025641025637,251,390,0.3758620689655172,181,290,0.4122137404580153,77,131,0.5454545454545454,10,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7375,21,80
125,250,0.3589743589743589,250,390,0.3793103448275862,180,290,0.4122137404580153,77,131,0.5909090909090908,9,22,0.19999999999999996,8,10,0.1785714285714286,23,28,0.7375,21,80
126,252,0.3589743589743589,250,390,0.3896551724137931,177,290,0.4122137404580153,77,131,0.5909090909090908,9,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.75,20,80
127,254,0.3615384615384616,249,390,0.3896551724137931,177,290,0.4274809160305344,75,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.75,20,80
128,256,0.36410256410256414,248,390,0.3931034482758621,176,290,0.4274809160305344,75,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.75,20,80
129,258,0.3717948717948718,245,390,0.3931034482758621,176,290,0.4427480916030534,73,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.75,20,80
130,260,0.37435897435897436,244,390,0.39655172413793105,175,290,0.4427480916030534,73,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.75,20,80
131,262,0.382051282051282,241,390,0.39655172413793105,175,290,0.45038167938931295,72,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.75,20,80
132,264,0.382051282051282,241,390,0.403448275862069,173,290,0.45038167938931295,72,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.7625,19,80
133,266,0.38717948717948714,239,390,0.41034482758620694,171,290,0.4580152671755725,71,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.7625,19,80
134,268,0.39230769230769236,237,390,0.42068965517241375,168,290,0.4580152671755725,71,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.7625,19,80
135,270,0.39230769230769236,237,390,0.42068965517241375,168,290,0.4732824427480916,69,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.7625,19,80
136,272,0.39230769230769236,237,390,0.42068965517241375,168,290,0.4732824427480916,69,131,0.6363636363636364,8,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.7625,19,80
137,274,0.39230769230769236,237,390,0.4241379310344827,167,290,0.48091603053435117,68,131,0.6818181818181819,7,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.7625,19,80
138,276,0.39743589743589747,235,390,0.4241379310344827,167,290,0.4885496183206107,67,131,0.6818181818181819,7,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.775,18,80
139,278,0.39743589743589747,235,390,0.4275862068965517,166,290,0.4885496183206107,67,131,0.6818181818181819,7,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.775,18,80
140,280,0.39743589743589747,235,390,0.4379310344827586,163,290,0.4885496183206107,67,131,0.6818181818181819,7,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.8,16,80
141,282,0.4025641025641026,233,390,0.44482758620689655,161,290,0.4961832061068703,66,131,0.6818181818181819,7,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.8,16,80
142,284,0.40512820512820513,232,390,0.4517241379310345,159,290,0.5114503816793894,64,131,0.6818181818181819,7,22,0.19999999999999996,8,10,0.2142857142857143,22,28,0.8,16,80
143,286,0.4076923076923077,231,390,0.45862068965517244,157,290,0.5190839694656488,63,131,0.6818181818181819,7,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8,16,80
144,288,0.41025641025641024,230,390,0.45862068965517244,157,290,0.5267175572519084,62,131,0.6818181818181819,7,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8,16,80
145,290,0.41025641025641024,230,390,0.4620689655172414,156,290,0.5267175572519084,62,131,0.6818181818181819,7,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8,16,80
146,292,0.41025641025641024,230,390,0.4620689655172414,156,290,0.5419847328244275,60,131,0.6818181818181819,7,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8,16,80
147,294,0.4128205128205128,229,390,0.4655172413793104,155,290,0.5419847328244275,60,131,0.6818181818181819,7,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8,16,80
148,296,0.4128205128205128,229,390,0.46896551724137936,154,290,0.5419847328244275,60,131,0.6818181818181819,7,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8,16,80
149,298,0.41538461538461535,228,390,0.4758620689655172,152,290,0.5419847328244275,60,131,0.6818181818181819,7,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8,16,80
150,300,0.42307692307692313,225,390,0.4862068965517241,149,290,0.5419847328244275,60,131,0.6818181818181819,7,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8,16,80
151,302,0.4256410256410257,224,390,0.4862068965517241,149,290,0.5419847328244275,60,131,0.6818181818181819,7,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8,16,80
152,304,0.4307692307692308,222,390,0.49310344827586206,147,290,0.5419847328244275,60,131,0.7272727272727273,6,22,0.30000000000000004,7,10,0.2142857142857143,22,28,0.8125,15,80
