Frame,Class_0,Class_0_total,Class_0_pos,Class_1,Class_1_total,Class_1_pos,Class_2,Class_2_total,Class_2_pos,Class_3,Class_3_total,Class_3_pos,Class_4,Class_4_total,Class_4_pos,Class_5,Class_5_total,Class_5_pos,Class_6,Class_6_total,Class_6_pos,FrameIndex
0,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.0,9,9,0.0,20,20,0
2,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.0,9,9,0.0,20,20,1
4,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.0,9,9,0.0,20,20,2
6,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.0,9,9,0.0,20,20,3
8,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.0,9,9,0.0,20,20,4
10,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.0,9,9,0.0,20,20,5
12,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.0,9,9,0.0,20,20,6
14,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,7
16,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,8
18,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,9
20,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,10
22,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,11
24,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,12
26,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,13
28,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,14
30,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,15
32,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,16
34,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,17
36,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,18
38,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,19
40,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,20
42,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,21
44,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,22
46,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,23
48,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,24
50,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,25
52,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,26
54,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,27
56,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,28
58,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,29
60,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.0,20,20,30
62,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.05,20,19,31
64,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.05,20,19,32
66,0.0,116,116,0.0,68,68,0.0,19,19,0.0,3,3,0.0,3,3,0.1111,9,8,0.05,20,19,33
