Time_sec,Sickled_fraction_percent (%)
0.0,0.0
0.5,0.0
1.0,0.0
1.5,0.0
2.0,0.0
2.5,0.0
3.0,0.0
3.5,0.0
4.0,0.0
4.5,0.0
5.0,0.0
5.5,0.0
6.0,0.0
6.5,0.0
7.0,0.0
7.5,0.0
8.0,0.0
8.5,0.0
9.0,0.0
9.5,0.0
10.0,0.0
10.5,0.0
11.0,0.0
11.5,0.0
12.0,0.0
12.5,0.0
13.0,0.0
13.5,0.0
14.0,0.0
14.5,0.0
15.0,0.0
15.5,0.0
16.0,0.0
16.5,0.0
17.0,0.0
17.5,0.0
18.0,0.0
18.5,0.0
19.0,0.0
19.5,0.0
20.0,0.0
20.5,0.0
21.0,0.0
21.5,0.0
22.0,0.8474576271186418
22.5,0.8474576271186418
23.0,1.6949152542372836
23.5,1.6949152542372836
24.0,1.6949152542372836
24.5,1.6949152542372836
25.0,1.6949152542372836
25.5,1.6949152542372836
26.0,2.5423728813559365
26.5,2.9661016949152574
27.0,3.3898305084745783
27.5,3.3898305084745783
28.0,4.23728813559322
28.5,4.6610169491525415
29.0,5.0847457627118615
29.5,5.0847457627118615
30.0,5.508474576271183
30.5,5.508474576271183
31.0,5.508474576271183
31.5,5.932203389830503
32.0,5.932203389830503
32.5,6.355932203389836
33.0,6.779661016949157
33.5,7.203389830508478
34.0,7.6271186440677985
34.5,8.05084745762712
35.0,8.05084745762712
35.5,9.322033898305083
36.0,10.169491525423723
36.5,11.440677966101697
37.0,11.440677966101697
37.5,11.864406779661019
38.0,11.864406779661019
38.5,11.864406779661019
39.0,11.864406779661019
39.5,12.711864406779661
40.0,13.135593220338981
40.5,13.135593220338981
41.0,13.559322033898303
41.5,14.830508474576277
42.0,14.830508474576277
42.5,14.830508474576277
43.0,15.254237288135597
43.5,16.10169491525424
44.0,16.94915254237288
44.5,17.796610169491522
45.0,18.220338983050844
45.5,20.76271186440678
46.0,21.1864406779661
46.5,22.033898305084744
47.0,22.033898305084744
47.5,22.457627118644062
48.0,24.152542372881356
48.5,24.576271186440678
49.0,26.694915254237284
49.5,27.118644067796616
50.0,27.966101694915256
50.5,28.8135593220339
51.0,29.66101694915254
51.5,29.66101694915254
52.0,30.508474576271183
52.5,31.355932203389834
53.0,31.355932203389834
53.5,31.779661016949156
54.0,31.779661016949156
54.5,32.20338983050848
55.0,32.6271186440678
55.5,32.6271186440678
56.0,33.05084745762712
56.5,33.05084745762712
57.0,34.7457627118644
57.5,34.7457627118644
58.0,36.440677966101696
58.5,36.86440677966102
59.0,38.13559322033898
59.5,38.983050847457626
60.0,39.40677966101694
60.5,39.40677966101694
61.0,40.2542372881356
61.5,40.67796610169492
62.0,41.10169491525424
62.5,41.52542372881356
63.0,41.94915254237288
63.5,41.94915254237288
64.0,41.94915254237288
64.5,42.3728813559322
65.0,42.3728813559322
65.5,42.3728813559322
66.0,42.3728813559322
66.5,43.220338983050844
67.0,43.220338983050844
67.5,43.220338983050844
68.0,44.067796610169495
68.5,44.067796610169495
69.0,44.067796610169495
69.5,44.49152542372882
70.0,44.49152542372882
70.5,44.91525423728814
71.0,44.91525423728814
71.5,45.33898305084746
72.0,45.33898305084746
72.5,45.76271186440678
73.0,45.76271186440678
73.5,46.186440677966104
74.0,46.186440677966104
74.5,46.61016949152542
75.0,47.03389830508474
75.5,47.881355932203384
76.0,47.881355932203384
76.5,47.881355932203384
77.0,47.881355932203384
77.5,47.881355932203384
78.0,48.30508474576271
78.5,48.30508474576271
79.0,48.728813559322035
79.5,49.152542372881356
80.0,49.152542372881356
80.5,49.57627118644068
81.0,49.57627118644068
81.5,50.0
82.0,50.42372881355932
82.5,50.42372881355932
83.0,50.42372881355932
83.5,50.42372881355932
84.0,50.42372881355932
84.5,51.271186440677965
85.0,51.271186440677965
85.5,51.271186440677965
86.0,51.271186440677965
86.5,51.271186440677965
87.0,51.271186440677965
87.5,51.271186440677965
88.0,51.69491525423729
88.5,51.69491525423729
89.0,51.69491525423729
89.5,51.69491525423729
90.0,52.1186440677966
90.5,52.1186440677966
91.0,52.1186440677966
91.5,52.1186440677966
92.0,52.1186440677966
92.5,52.1186440677966
93.0,52.1186440677966
93.5,52.542372881355924
94.0,52.542372881355924
94.5,52.542372881355924
95.0,52.542372881355924
95.5,52.966101694915245
96.0,52.966101694915245
96.5,52.966101694915245
97.0,52.966101694915245
97.5,52.966101694915245
98.0,52.966101694915245
98.5,52.966101694915245
99.0,52.966101694915245
99.5,52.966101694915245
100.0,52.966101694915245
100.5,52.966101694915245
101.0,52.966101694915245
101.5,53.38983050847458
102.0,53.38983050847458
102.5,53.813559322033896
103.0,53.813559322033896
103.5,53.813559322033896
104.0,53.813559322033896
104.5,53.813559322033896
105.0,53.813559322033896
105.5,53.813559322033896
106.0,53.813559322033896
106.5,54.23728813559322
107.0,54.66101694915254
107.5,54.66101694915254
108.0,54.66101694915254
108.5,54.66101694915254
109.0,55.08474576271186
109.5,55.5084745762712
110.0,55.5084745762712
110.5,55.5084745762712
111.0,55.5084745762712
111.5,55.5084745762712
112.0,55.5084745762712
112.5,55.5084745762712
113.0,55.5084745762712
113.5,55.5084745762712
114.0,55.5084745762712
114.5,55.5084745762712
115.0,55.5084745762712
115.5,55.93220338983051
116.0,56.355932203389834
116.5,56.355932203389834
117.0,56.355932203389834
117.5,56.355932203389834
118.0,56.355932203389834
118.5,56.355932203389834
119.0,56.355932203389834
119.5,56.355932203389834
