Time_sec,Semi_sickled_fraction_percent,Final_sickled_fraction_percent,Total_sickled_fraction_percent
0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.75,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.25,0.0,0.0,0.0
1.5,0.0,0.0,0.0
1.75,0.0,0.0,0.0
2.0,0.0,0.0,0.0
2.25,0.0,0.0,0.0
2.5,0.0,0.0,0.0
2.75,0.0,0.0,0.0
3.0,0.0,0.0,0.0
3.25,0.0,0.0,0.0
3.5,0.0,0.0,0.0
3.75,0.0,0.0,0.0
4.0,0.0,0.0,0.0
4.25,0.0,0.0,0.0
4.5,0.0,0.0,0.0
4.75,0.0,0.0,0.0
5.0,0.0,0.0,0.0
5.25,0.0,0.0,0.0
5.5,0.0,0.0,0.0
5.75,0.0,0.0,0.0
6.0,0.0,0.0,0.0
6.25,0.0,0.0,0.0
6.5,0.0,0.0,0.0
6.75,0.0,0.0,0.0
7.0,0.0,0.0,0.0
7.25,0.0,0.0,0.0
7.5,0.0,0.0,0.0
7.75,0.0,0.0,0.0
8.0,0.0,0.0,0.0
8.25,0.0,0.0,0.0
8.5,0.0,0.0,0.0
8.75,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.25,0.0,0.0,0.0
9.5,0.0,0.0,0.0
9.75,0.0,0.0,0.0
10.0,0.0,0.0,0.0
10.25,0.0,0.0,0.0
10.5,0.0,0.0,0.0
10.75,0.0,0.0,0.0
11.0,0.0,0.0,0.0
11.25,0.0,0.0,0.0
11.5,0.0,0.0,0.0
11.75,0.0,0.0,0.0
12.0,0.0,0.0,0.0
12.25,0.0,0.0,0.0
12.5,0.0,0.0,0.0
12.75,0.0,0.0,0.0
13.0,0.0,0.0,0.0
13.25,0.0,0.0,0.0
13.5,0.0,0.0,0.0
13.75,0.0,0.42016806722689076,0.42016806722689076
14.0,0.0,0.42016806722689076,0.42016806722689076
14.25,0.0,0.42016806722689076,0.42016806722689076
14.5,0.0,0.42016806722689076,0.42016806722689076
14.75,0.0,0.42016806722689076,0.42016806722689076
15.0,0.0,0.42016806722689076,0.42016806722689076
15.25,0.0,0.42016806722689076,0.42016806722689076
15.5,0.0,0.42016806722689076,0.42016806722689076
15.75,0.0,0.42016806722689076,0.42016806722689076
16.0,0.0,0.42016806722689076,0.42016806722689076
16.25,0.0,0.42016806722689076,0.42016806722689076
16.5,0.0,0.42016806722689076,0.42016806722689076
16.75,0.0,0.42016806722689076,0.42016806722689076
17.0,0.0,0.42016806722689076,0.42016806722689076
17.25,0.0,0.42016806722689076,0.42016806722689076
17.5,0.0,0.42016806722689076,0.42016806722689076
17.75,0.0,0.42016806722689076,0.42016806722689076
18.0,0.0,0.42016806722689076,0.42016806722689076
18.25,0.0,0.42016806722689076,0.42016806722689076
18.5,0.0,0.42016806722689076,0.42016806722689076
18.75,0.0,0.42016806722689076,0.42016806722689076
19.0,0.0,0.42016806722689076,0.42016806722689076
19.25,0.0,0.42016806722689076,0.42016806722689076
19.5,0.0,0.42016806722689076,0.42016806722689076
19.75,0.0,0.42016806722689076,0.42016806722689076
20.0,0.0,0.42016806722689076,0.42016806722689076
20.25,0.0,0.8403361344537815,0.8403361344537815
20.5,0.0,0.8403361344537815,0.8403361344537815
20.75,0.0,0.8403361344537815,0.8403361344537815
21.0,0.0,0.8403361344537815,0.8403361344537815
21.25,0.0,0.8403361344537815,0.8403361344537815
21.5,0.0,1.2605042016806722,1.2605042016806722
21.75,0.0,1.2605042016806722,1.2605042016806722
22.0,0.0,1.2605042016806722,1.2605042016806722
22.25,0.0,1.2605042016806722,1.2605042016806722
22.5,0.0,1.2605042016806722,1.2605042016806722
22.75,0.0,1.2605042016806722,1.2605042016806722
23.0,0.0,1.2605042016806722,1.2605042016806722
23.25,0.0,1.680672268907563,1.680672268907563
23.5,0.0,2.100840336134454,2.100840336134454
23.75,0.0,2.100840336134454,2.100840336134454
24.0,0.0,2.100840336134454,2.100840336134454
24.25,0.0,2.100840336134454,2.100840336134454
24.5,0.0,2.5210084033613445,2.5210084033613445
24.75,0.0,2.941176470588235,2.941176470588235
25.0,0.0,3.7815126050420167,3.7815126050420167
25.25,0.0,3.7815126050420167,3.7815126050420167
25.5,0.0,3.7815126050420167,3.7815126050420167
25.75,0.0,4.201680672268908,4.201680672268908
26.0,0.0,5.042016806722689,5.042016806722689
26.25,0.0,5.042016806722689,5.042016806722689
26.5,0.0,5.042016806722689,5.042016806722689
26.75,0.0,5.88235294117647,5.88235294117647
27.0,0.0,5.88235294117647,5.88235294117647
27.25,0.42016806722689076,5.88235294117647,6.302521008403361
27.5,0.42016806722689076,5.88235294117647,6.302521008403361
27.75,0.42016806722689076,5.88235294117647,6.302521008403361
28.0,0.42016806722689076,6.302521008403361,6.722689075630252
28.25,0.42016806722689076,6.302521008403361,6.722689075630252
28.5,0.42016806722689076,6.722689075630252,7.142857142857142
28.75,0.42016806722689076,6.722689075630252,7.142857142857142
29.0,0.42016806722689076,6.722689075630252,7.142857142857142
29.25,0.42016806722689076,7.142857142857142,7.563025210084033
29.5,0.42016806722689076,7.142857142857142,7.563025210084033
29.75,0.42016806722689076,7.142857142857142,7.563025210084033
30.0,0.42016806722689076,7.142857142857142,7.563025210084033
30.25,0.8403361344537815,7.563025210084033,8.403361344537815
30.5,0.8403361344537815,7.563025210084033,8.403361344537815
30.75,0.8403361344537815,7.563025210084033,8.403361344537815
31.0,0.8403361344537815,7.563025210084033,8.403361344537815
31.25,0.8403361344537815,7.9831932773109235,8.823529411764707
31.5,0.8403361344537815,7.9831932773109235,8.823529411764707
31.75,0.8403361344537815,7.9831932773109235,8.823529411764707
32.0,0.8403361344537815,7.9831932773109235,8.823529411764707
32.25,0.8403361344537815,7.9831932773109235,8.823529411764707
32.5,0.8403361344537815,7.9831932773109235,8.823529411764707
32.75,0.8403361344537815,8.403361344537815,9.243697478991598
33.0,0.8403361344537815,8.823529411764707,9.663865546218489
33.25,0.8403361344537815,9.243697478991598,10.084033613445378
33.5,0.8403361344537815,9.243697478991598,10.084033613445378
33.75,0.8403361344537815,9.663865546218489,10.504201680672269
34.0,0.8403361344537815,10.084033613445378,10.92436974789916
34.25,0.8403361344537815,10.084033613445378,10.92436974789916
34.5,0.8403361344537815,10.92436974789916,11.76470588235294
34.75,0.8403361344537815,10.92436974789916,11.76470588235294
35.0,0.8403361344537815,10.92436974789916,11.76470588235294
35.25,0.8403361344537815,10.92436974789916,11.76470588235294
35.5,0.8403361344537815,10.92436974789916,11.76470588235294
35.75,0.8403361344537815,11.76470588235294,12.605042016806722
36.0,0.8403361344537815,11.76470588235294,12.605042016806722
36.25,0.8403361344537815,12.184873949579831,13.025210084033615
36.5,0.8403361344537815,12.184873949579831,13.025210084033615
36.75,0.8403361344537815,12.184873949579831,13.025210084033615
37.0,0.8403361344537815,12.184873949579831,13.025210084033615
37.25,0.8403361344537815,13.025210084033615,13.865546218487395
37.5,0.8403361344537815,13.445378151260504,14.285714285714285
37.75,1.2605042016806722,13.865546218487395,15.126050420168067
38.0,1.2605042016806722,14.285714285714285,15.546218487394958
38.25,1.2605042016806722,14.705882352941178,15.966386554621847
38.5,1.2605042016806722,14.705882352941178,15.966386554621847
38.75,1.2605042016806722,15.546218487394958,16.80672268907563
39.0,1.680672268907563,16.386554621848738,18.067226890756302
39.25,1.680672268907563,16.386554621848738,18.067226890756302
39.5,1.680672268907563,16.386554621848738,18.067226890756302
39.75,1.680672268907563,16.386554621848738,18.067226890756302
40.0,1.680672268907563,16.386554621848738,18.067226890756302
40.25,1.680672268907563,16.386554621848738,18.067226890756302
40.5,1.680672268907563,16.386554621848738,18.067226890756302
40.75,1.680672268907563,16.386554621848738,18.067226890756302
41.0,1.680672268907563,16.386554621848738,18.067226890756302
41.25,1.680672268907563,17.22689075630252,18.907563025210084
41.5,1.680672268907563,17.22689075630252,18.907563025210084
41.75,1.680672268907563,17.22689075630252,18.907563025210084
