Time_sec,Semi_sickled_fraction_percent,Final_sickled_fraction_percent,Total_sickled_fraction_percent
39.5,1.680672268907563,14.705882352941178,16.386554621848738
40.0,1.680672268907563,15.546218487394958,17.22689075630252
40.5,1.680672268907563,16.386554621848738,18.067226890756302
41.0,1.680672268907563,16.386554621848738,18.067226890756302
41.5,1.680672268907563,16.386554621848738,18.067226890756302
42.0,1.680672268907563,16.386554621848738,18.067226890756302
42.5,1.680672268907563,17.22689075630252,18.907563025210084
43.0,1.680672268907563,17.647058823529413,19.327731092436977
43.5,2.100840336134454,17.647058823529413,19.747899159663866
44.0,2.100840336134454,18.487394957983195,20.588235294117645
44.5,2.100840336134454,19.327731092436977,21.428571428571427
45.0,2.941176470588235,19.747899159663866,22.689075630252102
45.5,2.941176470588235,19.747899159663866,22.689075630252102
46.0,3.361344537815126,20.168067226890756,23.52941176470588
46.5,3.361344537815126,20.168067226890756,23.52941176470588
47.0,4.621848739495799,20.588235294117645,25.210084033613445
47.5,5.042016806722689,21.428571428571427,26.47058823529412
48.0,5.042016806722689,21.428571428571427,26.47058823529412
48.5,5.46218487394958,21.428571428571427,26.89075630252101
49.0,5.46218487394958,21.84873949579832,27.310924369747898
49.5,5.46218487394958,22.689075630252102,28.15126050420168
50.0,5.88235294117647,23.52941176470588,29.411764705882355
50.5,5.88235294117647,23.52941176470588,29.411764705882355
51.0,6.302521008403361,23.949579831932773,30.252100840336134
51.5,6.302521008403361,23.949579831932773,30.252100840336134
52.0,6.722689075630252,23.949579831932773,30.672268907563026
52.5,6.722689075630252,23.949579831932773,30.672268907563026
53.0,6.722689075630252,23.949579831932773,30.672268907563026
53.5,7.563025210084033,23.949579831932773,31.512605042016805
54.0,7.563025210084033,24.369747899159663,31.932773109243694
54.5,7.563025210084033,24.789915966386555,32.35294117647059
55.0,8.823529411764707,25.210084033613445,34.03361344537815
55.5,8.823529411764707,26.05042016806723,34.87394957983193
56.0,9.243697478991598,26.05042016806723,35.294117647058826
56.5,9.243697478991598,26.47058823529412,35.714285714285715
57.0,10.084033613445378,27.310924369747898,37.39495798319328
57.5,10.504201680672269,27.310924369747898,37.81512605042017
58.0,10.504201680672269,28.15126050420168,38.655462184873954
58.5,10.504201680672269,28.15126050420168,38.655462184873954
59.0,10.504201680672269,28.15126050420168,38.655462184873954
59.5,10.92436974789916,28.15126050420168,39.075630252100844
60.0,11.76470588235294,28.15126050420168,39.91596638655462
60.5,12.184873949579831,28.57142857142857,40.7563025210084
61.0,12.184873949579831,28.991596638655466,41.17647058823529
61.5,12.184873949579831,29.411764705882355,41.596638655462186
62.0,12.184873949579831,29.411764705882355,41.596638655462186
62.5,12.184873949579831,29.411764705882355,41.596638655462186
63.0,12.605042016806722,29.411764705882355,42.016806722689076
63.5,13.025210084033615,29.411764705882355,42.436974789915965
64.0,13.445378151260504,29.411764705882355,42.857142857142854
64.5,13.865546218487395,29.411764705882355,43.27731092436975
65.0,14.705882352941178,29.411764705882355,44.11764705882353
65.5,14.705882352941178,29.831932773109244,44.537815126050425
66.0,15.126050420168067,29.831932773109244,44.957983193277315
66.5,15.126050420168067,29.831932773109244,44.957983193277315
67.0,15.126050420168067,29.831932773109244,44.957983193277315
67.5,15.126050420168067,30.252100840336134,45.378151260504204
68.0,15.126050420168067,30.252100840336134,45.378151260504204
68.5,15.126050420168067,31.092436974789916,46.21848739495798
69.0,15.126050420168067,31.092436974789916,46.21848739495798
69.5,15.546218487394958,31.512605042016805,47.05882352941176
70.0,15.546218487394958,31.512605042016805,47.05882352941176
70.5,15.546218487394958,31.512605042016805,47.05882352941176
71.0,15.546218487394958,31.932773109243694,47.47899159663865
71.5,15.546218487394958,31.932773109243694,47.47899159663865
72.0,15.966386554621847,31.932773109243694,47.89915966386555
72.5,16.386554621848738,32.35294117647059,48.739495798319325
73.0,16.386554621848738,32.773109243697476,49.159663865546214
73.5,16.80672268907563,32.773109243697476,49.57983193277311
74.0,16.80672268907563,33.193277310924366,50.0
74.5,16.80672268907563,33.193277310924366,50.0
75.0,16.80672268907563,33.193277310924366,50.0
75.5,17.22689075630252,33.193277310924366,50.42016806722689
76.0,17.647058823529413,33.193277310924366,50.84033613445378
76.5,18.487394957983195,33.193277310924366,51.68067226890757
77.0,18.907563025210084,33.193277310924366,52.10084033613446
77.5,18.907563025210084,33.193277310924366,52.10084033613446
78.0,19.327731092436977,33.61344537815126,52.94117647058824
78.5,19.327731092436977,34.03361344537815,53.36134453781513
79.0,19.327731092436977,34.03361344537815,53.36134453781513
79.5,19.327731092436977,34.03361344537815,53.36134453781513
80.0,19.327731092436977,34.03361344537815,53.36134453781513
80.5,20.168067226890756,34.03361344537815,54.20168067226891
81.0,20.588235294117645,34.03361344537815,54.621848739495796
81.5,20.588235294117645,34.03361344537815,54.621848739495796
82.0,21.008403361344538,34.03361344537815,55.04201680672269
82.5,21.428571428571427,34.03361344537815,55.46218487394958
83.0,21.84873949579832,34.03361344537815,55.88235294117647
83.5,21.84873949579832,34.03361344537815,55.88235294117647
84.0,21.84873949579832,34.03361344537815,55.88235294117647
84.5,21.84873949579832,34.03361344537815,55.88235294117647
85.0,22.268907563025213,34.03361344537815,56.30252100840336
85.5,22.268907563025213,34.03361344537815,56.30252100840336
86.0,22.268907563025213,34.03361344537815,56.30252100840336
86.5,22.268907563025213,34.03361344537815,56.30252100840336
87.0,22.268907563025213,34.03361344537815,56.30252100840336
87.5,22.268907563025213,34.03361344537815,56.30252100840336
88.0,22.268907563025213,34.03361344537815,56.30252100840336
88.5,22.268907563025213,34.03361344537815,56.30252100840336
89.0,22.268907563025213,34.03361344537815,56.30252100840336
89.5,22.268907563025213,34.03361344537815,56.30252100840336
90.0,22.268907563025213,34.03361344537815,56.30252100840336
90.5,22.268907563025213,34.03361344537815,56.30252100840336
91.0,22.268907563025213,34.03361344537815,56.30252100840336
91.5,22.268907563025213,34.03361344537815,56.30252100840336
92.0,22.268907563025213,34.03361344537815,56.30252100840336
92.5,22.268907563025213,34.03361344537815,56.30252100840336
93.0,22.268907563025213,34.03361344537815,56.30252100840336
93.5,22.689075630252102,34.03361344537815,56.72268907563025
94.0,23.10924369747899,34.03361344537815,57.14285714285714
94.5,23.10924369747899,34.03361344537815,57.14285714285714
95.0,23.949579831932773,34.03361344537815,57.98319327731093
95.5,23.949579831932773,34.03361344537815,57.98319327731093
96.0,23.949579831932773,34.03361344537815,57.98319327731093
96.5,23.949579831932773,34.03361344537815,57.98319327731093
97.0,24.369747899159663,34.03361344537815,58.40336134453782
97.5,24.789915966386555,34.03361344537815,58.82352941176471
98.0,24.789915966386555,34.45378151260504,59.2436974789916
98.5,24.789915966386555,34.45378151260504,59.2436974789916
99.0,24.789915966386555,34.45378151260504,59.2436974789916
99.5,24.789915966386555,34.45378151260504,59.2436974789916
100.0,24.789915966386555,34.45378151260504,59.2436974789916
100.5,24.789915966386555,34.45378151260504,59.2436974789916
101.0,25.210084033613445,34.45378151260504,59.66386554621849
101.5,25.210084033613445,34.45378151260504,59.66386554621849
102.0,25.210084033613445,34.45378151260504,59.66386554621849
102.5,25.630252100840334,34.45378151260504,60.08403361344538
103.0,25.630252100840334,34.45378151260504,60.08403361344538
103.5,25.630252100840334,34.45378151260504,60.08403361344538
104.0,25.630252100840334,34.45378151260504,60.08403361344538
104.5,25.630252100840334,34.45378151260504,60.08403361344538
105.0,25.630252100840334,34.45378151260504,60.08403361344538
105.5,25.630252100840334,34.45378151260504,60.08403361344538
106.0,25.630252100840334,34.45378151260504,60.08403361344538
106.5,25.630252100840334,34.87394957983193,60.50420168067227
107.0,26.05042016806723,34.87394957983193,60.924369747899156
107.5,26.05042016806723,34.87394957983193,60.924369747899156
108.0,26.05042016806723,34.87394957983193,60.924369747899156
108.5,26.47058823529412,34.87394957983193,61.34453781512605
109.0,26.47058823529412,34.87394957983193,61.34453781512605
109.5,26.47058823529412,34.87394957983193,61.34453781512605
110.0,26.47058823529412,34.87394957983193,61.34453781512605
110.5,26.47058823529412,34.87394957983193,61.34453781512605
111.0,26.47058823529412,34.87394957983193,61.34453781512605
111.5,26.47058823529412,34.87394957983193,61.34453781512605
112.0,26.47058823529412,34.87394957983193,61.34453781512605
112.5,26.47058823529412,34.87394957983193,61.34453781512605
113.0,26.47058823529412,34.87394957983193,61.34453781512605
113.5,26.47058823529412,34.87394957983193,61.34453781512605
114.0,26.47058823529412,34.87394957983193,61.34453781512605
114.5,26.47058823529412,34.87394957983193,61.34453781512605
115.0,26.47058823529412,34.87394957983193,61.34453781512605
115.5,26.47058823529412,34.87394957983193,61.34453781512605
116.0,26.47058823529412,34.87394957983193,61.34453781512605
116.5,26.47058823529412,34.87394957983193,61.34453781512605
117.0,26.47058823529412,34.87394957983193,61.34453781512605
117.5,26.47058823529412,34.87394957983193,61.34453781512605
118.0,26.47058823529412,34.87394957983193,61.34453781512605
118.5,26.47058823529412,34.87394957983193,61.34453781512605
119.0,26.47058823529412,34.87394957983193,61.34453781512605
119.5,26.47058823529412,35.294117647058826,61.76470588235294
